molecule,crp,intprd,cas,matched_drugid,match_type_ncas,different_compounds
LEVONORGESTREL,FOUNDATION_CONS,TAKE ACTION,797-63-7,"12170, 14885, 14954, 37956, 37957, 46921, 53557, 55434, 82773",1,0
LIDOCAINE#MENTHOL,LEE_PHARM,BANADYNE-3,137-58-6,"12433, 15198, 23015, 44403, 54740, 90455",1,0
LIDOCAINE#NEOMYCIN#POLYMYXIN_B,LAB_UNKNOWN,NEO/POLY/LIDO L.U.,137-58-6,"12433, 15198, 23015, 44403, 54740, 90455",1,0
LIDOCAINE#PHENOL,HI-TECH_PHARMACAL,DIABETIC TUSSIN SO,137-58-6,"12433, 15198, 23015, 44403, 54740, 90455",1,0
MEBENDAZOLE,JOHNSON_&_JOHNSON,VERMOX,31431-39-7,"93108, 100611",1,0
MECOBALAMIN#METHYLFOLATE#PYRIDOXINE#SCHIZOCHYTRIUM,VIRTUS_PHARMA,LEVOMEFOLATE CAL/P,65-23-6,"85192, 109953",1,0
MELATONIN#PYRIDOXINE,LAB_UNKNOWN,MELATO/VIT B6 L.U.,65-23-6,"85192, 109953",1,0
MENTHOL#OXYMETAZOLINE,RECKITT_BENCKISER,MUCINEX NS FULL FO,1491-59-4,"67111, 69367",1,0
MEPYRAMINE#PARACETAMOL#PHENIRAMINE#PHENYLEPHRINE#PHENYLPROPANOLAMINE,MAJOR_PHARM_CORP,PHENAGESIC,103-90-2,"48917, 64433, 68852",1,0
MEPYRAMINE#PENTOXYVERINE#PSEUDOEPHEDRINE,VERTICAL_PHARM,ZOTEX-D,90-82-4,"13110, 91390, 91396",1,0
MEPYRAMINE#PSEUDOEPHEDRINE,TIBER_PHARM,VIRAVAN-P,90-82-4,"13110, 91390, 91396",1,0
METFORMIN#PIOGLITAZONE,TAKEDA,ACTOPLUS MET,111025-46-8,"48279, 55177, 59795",1,0
METFORMIN#PIOGLITAZONE,TAKEDA,ACTOPLUS MET,1115-70-4,"6050, 49077, 49829",1,0
METFORMIN#PIOGLITAZONE,TAKEDA,ACTOPLUS MET,657-24-9,"6050, 27454, 29182, 48279, 49077, 49829, 55177, 56823, 67614, 82005, 93902",1,0
METFORMIN#PIOGLITAZONE,TAKEDA,ACTOPLUS MET,"1115-70-4, 657-24-9",6050,2,0
METFORMIN#PIOGLITAZONE,TAKEDA,ACTOPLUS MET,"111025-46-8, 657-24-9",48279,2,1
METFORMIN#PIOGLITAZONE,TAKEDA,ACTOPLUS MET,"1115-70-4, 657-24-9",49077,2,0
METFORMIN#PIOGLITAZONE,TAKEDA,ACTOPLUS MET,"1115-70-4, 657-24-9",49829,2,0
METFORMIN#PIOGLITAZONE,TAKEDA,ACTOPLUS MET,"111025-46-8, 657-24-9",55177,2,1
METFORMIN#ROSIGLITAZONE,GLAXOSMITHKLINE,AVANDAMET,1115-70-4,"6050, 49077, 49829",1,0
METFORMIN#ROSIGLITAZONE,GLAXOSMITHKLINE,AVANDAMET,122320-73-4,56823,1,0
METFORMIN#ROSIGLITAZONE,GLAXOSMITHKLINE,AVANDAMET,657-24-9,"6050, 27454, 29182, 48279, 49077, 49829, 55177, 56823, 67614, 82005, 93902",1,0
METFORMIN#ROSIGLITAZONE,GLAXOSMITHKLINE,AVANDAMET,"1115-70-4, 657-24-9",6050,2,0
METFORMIN#ROSIGLITAZONE,GLAXOSMITHKLINE,AVANDAMET,"1115-70-4, 657-24-9",49077,2,0
METFORMIN#ROSIGLITAZONE,GLAXOSMITHKLINE,AVANDAMET,"1115-70-4, 657-24-9",49829,2,0
METFORMIN#ROSIGLITAZONE,GLAXOSMITHKLINE,AVANDAMET,"122320-73-4, 657-24-9",56823,2,1
METHENAMINE#METHYLENE_BLUE,ESTEVE,USEPT,61-73-4,"74759, 81075",1,0
MICONAZOLE#PARAFFIN_OIL#ZINC,MYLAN,MICONAZ/ZINC  MYLA,22916-47-8,"47266, 50597",1,0
MICONAZOLE#ZINC,DERMASCIENCE,DERMAGRAN AF,22916-47-8,"47266, 50597",1,0
MIDAZOLAM,ROCHE,DORMICUM,59467-70-8,54577,1,0
MORPHINE#SODIUM,PHARMEDIUM,MORPHINE/NA   PRMU,57-27-2,"10777, 13468, 57467, 82520",1,0
NABUMETONE,GLENMARK_PHARM,NABUMETONE    GLMK,42924-53-8,6071,1,0
NAPROXEN#PSEUDOEPHEDRINE,BAYER,ALEVE COLD & SINUS,22204-53-1,17853,1,0
NAPROXEN#PSEUDOEPHEDRINE,BAYER,ALEVE COLD & SINUS,90-82-4,"13110, 91390, 91396",1,0
ONDANSETRON#SODIUM,PHARMEDIUM,ONDANSETR/SOD PRMU,99614-02-5,"59543, 60940",1,0
OXCARBAZEPINE,SUPERNUS_PHARMA,OXTELLAR,28721-07-5,"6161, 60133",1,0
PARACETAMOL#PENTAZOCINE,SANOFI,FORTAGESIC,103-90-2,"48917, 64433, 68852",1,0
PARACETAMOL#PHENIRAMINE#PHENYLEPHRINE,GLAXOSMITHKLINE,THERAFLU SVR CLD N,103-90-2,"48917, 64433, 68852",1,0
PEMIROLAST,JOHNSON_&_JOHNSON,ALAMAST,100299-08-9,"6165, 48700",1,0
PEMIROLAST,JOHNSON_&_JOHNSON,ALAMAST,69372-19-6,6165,1,0
PEMIROLAST,JOHNSON_&_JOHNSON,ALAMAST,"100299-08-9, 69372-19-6",6165,2,0
PENTOXYVERINE#PSEUDOEPHEDRINE,ACCENTIA_PHARM,RESPI-TANN,90-82-4,"13110, 91390, 91396",1,0
PHENYLEPHRINE#PSEUDOEPHEDRINE,MAGNA_PHARM,STA-D,90-82-4,"13110, 91390, 91396",1,0
PHYTOSTEROLS_(UNSPECIFIED)#PROGESTERONE,SAYGE_BIOSCIENCES,BALANCE HRT NATURA,57-83-0,40649,1,0
POLIDOCANOL,MERZ,ASCLERA,9002-92-0,88713,1,0
PSEUDOEPHEDRINE#SCOPOLAMINE_METHYL_HYDROXIDE,CHIESI,ALLERX D,90-82-4,"13110, 91390, 91396",1,0
TEMOZOLOMIDE,MERCK_&_CO,TEMODAL M-CO,85622-93-1,4529,1,0
VALRUBICIN,ENDO_INTERNATIONAL,VALSTAR ENDN,56124-62-0,11295,1,0
