Original Molecule,Parsed Molecule,Best Match Link,CAS,Deprecated CAS
TROMETAMOL,,,,
TROPICAMIDE,,,,
TROSPIUM,,,,
TROVAFLOXACIN,,,,
TRYPAN_BLUE,,,,
TRYPSIN,,,,
TRYPTOPHAN,,,,
TUBERCULIN_TEST,,,,
TUBOCURARINE,,,,
TURNERA_DIFFUSA,,,,
TUROCTOCOG_ALFA,,,,
TURPENTINE_OIL,,,,
TYLOSIN,,,,
TYLOXAPOL,,,,
TYROPANOIC_ACID,,,,
TYROSINE,,,,
UBIDECARENONE,,,,
UBIQUINONE(S),,,,
ULIPRISTAL_ACETATE,,,,
ULMUS_FULVA,,,,
ULOBETASOL,,,,
UMECLIDINIUM_BROMIDE,,,,
UNCARIA_GAMBIER,,,,
UNCARIA_TOMENTOSA,,,,
UNDARIA_PINNATIFIDA,,,,
UNDECYLENIC_ACID,,,,
UNITHIOL,,,,
UNOPROSTONE_ISOPROPYL_ESTER,,,,
UREA,,,,
URIDINE_TRIACETATE,,,,
URIDINE_TRIPHOSPHATE,,,,
UROFOLLITROPIN,,,,
UROKINASE,,,,
URSODEOXYCHOLIC_ACID,,,,
URTICA_DIOICA,,,,
USTEKINUMAB,,,,
VABORBACTAM,,,,
VACCINE-MENINGOCOCCAL_AND_HAEMOPHILIUS_B_CONJUGATE,,,,
VACCINE-MENINGOCOCCAL_CONJUGATE,,,,
VACCINE-MENINGOCOCCAL_POLYSACCHARIDE,,,,
VACCINE-_ACEL.PERT.DIP.TET._POLIO_&_HIB,,,,
VACCINE-_ACELL.PERT.TET.&_DIP.,,,,
VACCINE-_ACELL.PERT.TET.DIP._&_POLIO,,,,
VACCINE-_BACILLUS_CALMETTE-GUERIN,,,,
VACCINE-_CHOLERA,,,,
VACCINE-_DIP.TET.&_PERT.,,,,
VACCINE-_DIP.TET.&_WCELL_PERTUSSIS.,,,,
VACCINE-_DIP.TET.PERT_&_HIB,,,,
VACCINE-_DIP.TET._WCELL_PERT_&_HIB,,,,
VACCINE-_DIPHTHERIA,,,,
VACCINE-_DIPHTHERIA_AND_TETANUS,,,,
VACCINE-_HAEMOPHILUS_B_CONJUGATE,,,,
VACCINE-_HEP.A_INACTIV._VIRUS,,,,
VACCINE-_HEPATITIS_B,,,,
VACCINE-_HEPATITIS_B_SURFACE_ANTIGEN,,,,
VACCINE-_HIB,,,,
VACCINE-_HUMAN_PAPILLOMAVIRUS_(HPV)_TYPE-16_&_18,,,,
VACCINE-_HUMAN_PAPILLOMAVIRUS_(HPV)_TYPE-6-11-16_&_18,,,,
VACCINE-_HUMAN_PAPILLOMAVIRUS_TYPE-6-11-16-18-31-33-45-52-58,,,,
VACCINE-_INFLUENZA,,,,
VACCINE-_JAPAN.ENCEPH.VIR.SA14-14-2,,,,
VACCINE-_LYME_DISEASE,,,,
VACCINE-_MEASLES,,,,
VACCINE-_MEASLES-MUMPS_AND_RUBELLA,,,,
VACCINE-_MEASLES_AND_RUBELLA,,,,
VACCINE-_MUMPS,,,,
VACCINE-_NEISSERIA_MENINGITIDIS_GROUP_B,,,,
VACCINE-_PNEUMOCOCCAL,,,,
VACCINE-_PNEUMOCOCCAL_CONJUGATE,,,,
VACCINE-_POLIOMYELITIS,,,,
VACCINE-_RABIES,,,,
VACCINE-_ROTAVIRUS,,,,
VACCINE-_RUBELLA,,,,
VACCINE-_RUBELLA_AND_MUMPS,,,,
VACCINE-_STAPHYLOCOCCAL,,,,
VACCINE-_TETANUS,,,,
VACCINE-_TYPHOID,,,,
VACCINE-_VARICELLA,,,,
VACCINE-_VARICELLA_ZOSTER,,,,
VACCINE-_YELLOW_FEVER_LIVE,,,,
VACCINIUM_AUGUSTIFOLIUM,,,,
VACCINIUM_MACROCARPON,,,,
VACCINIUM_MYRTILLUS,,,,
VACCINIUM_VITIS-IDAEA,,,,
VALACICLOVIR,,,,
VALBENAZINE,,,,
VALDECOXIB,,,,
VALERIANA_OFFICINALIS,,,,
VALGANCICLOVIR,,,,
VALINE,,,,
VALPROATE_SEMISODIUM,,,,
VALPROIC_ACID,,,,
VALRUBICIN,,,,
VALSARTAN,,,,
VANADIUM,,,,
VANCOMYCIN,,,,
VANDETANIB,,,,
VANILLIN,,,,
VARDENAFIL,,,,
VARENICLINE,,,,
VASOPRESSIN,,,,
VECURONIUM_BROMIDE,,,,
VEDOLIZUMAB,,,,
VEGETABLES_EXTRACTS,,,,
VEGETABLE_FIBRE,,,,
VEGETABLE_LAXATIVE,,,,
VEGETABLE_OIL,,,,
VELAGLUCERASE_ALFA,,,,
VELPATASVIR,,,,
VEMURAFENIB,,,,
VENETOCLAX,,,,
VENLAFAXINE,,,,
VERAPAMIL,,,,
VERBASCUM_THAPSUS,,,,
VERBENA_OFFICINALIS,,,,
VERONICA_OFFICINALIS,,,,
VERTEPORFIN,,,,
VESTRONIDASE_ALFA,,,,
VIBURNUM_OPULUM,,,,
VIDARABINE,,,,
VIGABATRIN,,,,
VILANTEROL,,,,
VILAZODONE,,,,
VINBLASTINE,,,,
VINCRISTINE,,,,
VINORELBINE,,,,
VINPOCETINE,,,,
VIOLA_ODORATA,,,,
VISCUM_ALBUM,,,,
VISMODEGIB,,,,
VITAMIN_B_COMPLEX,,,,
VITAMIN_E,,,,
VITAMIN_F,,,,
VITAMIN_K,,,,
VITEX_AGNUS-CASTUS,,,,
VITIS_VINIFERA,,,,
VONICOG_ALFA,,,,
VORAPAXAR,,,,
VORETIGENE_NEPARVOVEC,,,,
VORHYALURONIDASE_ALFA,,,,
VORICONAZOLE,,,,
VORINOSTAT,,,,
VORTIOXETINE,,,,
VOXILAPREVIR,,,,
WARFARIN,,,,
WASABIA_JAPONICA,,,,
WATER,,,,
WATER_FOR_INJECTION/INFUSION,,,,
WATER_FOR_IRRIGATION,,,,
WHITE_BEESWAX,,,,
WITHANIA_COAGULENS,,,,
WITHANIA_SOMNIFERA,,,,
WOLFIPORIA_EXTENSA,,,,
WOOL_ALCOHOLS,,,,
WOOL_FAT,,,,
WOUND_CLENSING_AGENT,,,,
WOUND_HEALING_AGENTS,,,,
WOUND_PROTECTIVES,,,,
XANTHAN_GUM,,,,
XANTINOL_NICOTINATE,,,,
XANTOFYL,,,,
XYLANASE,,,,
XYLITOL,,,,
XYLOMETAZOLINE,,,,
XYLOSE,,,,
YELLOW_BEESWAX,,,,
YOHIMBINE,,,,
YUCCA,,,,
ZAFIRLUKAST,,,,
ZALCITABINE,,,,
ZALEPLON,,,,
ZANAMIVIR,,,,
ZEAXANTHIN,,,,
ZEA_MAIS,,,,
ZICONOTIDE,,,,
ZIDOVUDINE,,,,
ZILEUTON,,,,
ZINC,,,,
ZINGIBER_OFFICINALE,,,,
ZIPRASIDONE,,,,
ZIRCONIUM,,,,
ZIRCONIUM_CYCLOSILICATE,,,,
ZIZYPHUS_JUJUBA,,,,
ZOLEDRONIC_ACID,,,,
ZOLMITRIPTAN,,,,
ZOLPIDEM,,,,
,CERTOLIZUMAB PEGOL,https://pubchem.ncbi.nlm.nih.gov/substance/440791089,N/A,N/A
,CETALKONIUM,https://pubchem.ncbi.nlm.nih.gov/compound/31202,N/A,N/A
,CETIRIZINE,https://pubchem.ncbi.nlm.nih.gov/compound/2678,878672-00-5,N/A
,CETRIMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/14251,917389-32-3,N/A
,CETRORELIX,https://pubchem.ncbi.nlm.nih.gov/compound/25074887,112809-51-5,N/A
,CETUXIMAB,https://pubchem.ncbi.nlm.nih.gov/compound/14122979,61-90-5,7005-03-0
,CETYLPYRIDINIUM,https://pubchem.ncbi.nlm.nih.gov/compound/31239,53714-56-0,"72648-87-4, 102586-10-7"
,CEVIMELINE,https://pubchem.ncbi.nlm.nih.gov/compound/83898,1477-40-3,34433-66-4
,CHARCOAL,https://pubchem.ncbi.nlm.nih.gov/compound/702,14769-73-4,53096-13-2
,CHELIDONIUM MAJUS,https://pubchem.ncbi.nlm.nih.gov/substance/483933011,102767-28-2,N/A
,CHERRY,https://pubchem.ncbi.nlm.nih.gov/compound/702,33817-09-3,N/A
,CHLORAL HYDRATE,https://pubchem.ncbi.nlm.nih.gov/compound/2707,47141-42-4,N/A
,CHLORAMBUCIL,https://pubchem.ncbi.nlm.nih.gov/compound/2708,27262-47-1,N/A
,CHLORAMPHENICOL,https://pubchem.ncbi.nlm.nih.gov/compound/5959,79449-98-2,N/A
,CHLORCYCLIZINE,https://pubchem.ncbi.nlm.nih.gov/compound/2710,541-15-1,7634-98-2
,CHLORDIAZEPOXIDE,https://pubchem.ncbi.nlm.nih.gov/compound/2712,130018-77-8,N/A
,CHLORELLA,https://pubchem.ncbi.nlm.nih.gov/compound/16058064,60-18-4,"140-43-2, 1991-85-1, 46209-14-7, 55520-40-6, 1207451-88-4, 2416148-26-8, 1207451-88-4, 140-43-2, 1991-85-1, 2416148-26-8, 46209-14-7, 55520-40-6, 55520-40-6, 1207451-88-4, 140-43-2, 46209-14-7"
,CHLORHEXIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/9552079,100986-85-4,N/A
,CHLORINE,https://pubchem.ncbi.nlm.nih.gov/compound/3036,31690-09-2,150950-03-1
,CHLORMETHINE,https://pubchem.ncbi.nlm.nih.gov/compound/4033,N/A,N/A
,CHLOROBUTANOL,https://pubchem.ncbi.nlm.nih.gov/compound/180,89-78-1,"15356-70-4, 98167-53-4, 95650-44-5, 95650-44-5, 98167-53-4, 95650-44-5"
,CHLOROETHANE,https://pubchem.ncbi.nlm.nih.gov/compound/11,96847-54-0,N/A
,CHLOROFORM,https://pubchem.ncbi.nlm.nih.gov/compound/5287971,797-63-7,"797-62-6, 121714-72-5, 4222-79-1"
,CHLOROPHYLL,https://pubchem.ncbi.nlm.nih.gov/compound/338,297-90-5,125-74-6
,CHLOROPHYLLIN COPPER COMPLEX,https://pubchem.ncbi.nlm.nih.gov/substance/53789337,18559-94-9,35763-26-9
,CHLOROPROCAINE,https://pubchem.ncbi.nlm.nih.gov/compound/8612,51-48-9,"587-29-1, 587-30-4, 7200-84-2, 74-16-8, 7488-70-2, 1373931-44-2, 1373931-44-2, 587-29-1, 587-30-4, 7200-84-2, 74-16-8, 7488-70-2, 587-30-4, 7488-70-2, 7200-84-2, 587-29-1, 74-16-8, 1373931-44-2"
,CHLOROQUINE,https://pubchem.ncbi.nlm.nih.gov/compound/2719,137-58-6,"8059-42-5, 8059-66-3, 91484-71-8, 8059-66-3, 91484-71-8"
,CHLOROTHIAZIDE,https://pubchem.ncbi.nlm.nih.gov/compound/2720,1025967-78-5,"915397-62-5, 1356856-75-1"
,CHLOROTHYMOL,https://pubchem.ncbi.nlm.nih.gov/compound/6982,5989-27-5,"7705-13-7, 95327-98-3, 1051930-86-9, 94765-75-0, 1051930-86-9, 7705-13-7, 94765-75-0, 95327-98-3, 95327-98-3, 1051930-86-9, 7705-13-7, 94765-75-0"
,CHLOROXINE,https://pubchem.ncbi.nlm.nih.gov/compound/2788,851199-59-2,N/A
,CHLOROXYLENOL,https://pubchem.ncbi.nlm.nih.gov/compound/2723,668270-12-0,N/A
,CHLORPHENAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/2725,78-70-6,"11024-20-7, 22564-99-4, 22564-99-4"
,CHLORPHENESIN,https://pubchem.ncbi.nlm.nih.gov/compound/7697,154-21-2,"12768-69-3, 16977-76-7"
,CHLORPROMAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/2726,608-73-1,"25897-48-7, 53529-37-6, 55963-79-6, 8007-42-9, 8073-23-2, 20437-97-2, 60291-32-9, 89609-19-8, 39284-22-5, 60291-32-9, 20437-97-2, 53529-37-6, 25897-48-7, 8073-23-2, 55963-79-6"
,CHLORPROPAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/2727,165800-03-3,N/A
,CHLORTALIDONE,https://pubchem.ncbi.nlm.nih.gov/compound/2732,60-33-3,"8024-22-4, 949900-18-9, 949900-18-9"
,CHLORZOXAZONE,https://pubchem.ncbi.nlm.nih.gov/compound/2733,60-33-3,"8024-22-4, 949900-18-9, 949900-18-9"
,CHOLESTEROL,https://pubchem.ncbi.nlm.nih.gov/compound/5997,N/A,N/A
,CHOLESTEROL TESTS,https://pubchem.ncbi.nlm.nih.gov/bioassay/1292096,15785-49-6,"57164-27-9, 7013-53-8"
,CHOLINE,N/A,96829-58-2,111397-16-1
,CHOLINE FENOFIBRATE,https://pubchem.ncbi.nlm.nih.gov/compound/11350701,N/A,N/A
,CHOLINE THEOPHYLLINATE,https://pubchem.ncbi.nlm.nih.gov/compound/2153,7664-41-7,"208990-07-2, 214478-05-4, 8007-57-6, 558443-52-0, 1026405-88-8, 1026405-88-8, 208990-07-2, 214478-05-4, 558443-52-0, 8007-57-6, 558443-52-0, 208990-07-2, 214478-05-4, 8007-57-6, 8007-57-6"
,CHONDROCYTE,https://pubchem.ncbi.nlm.nih.gov/substance/482037913,N/A,N/A
,CHONDROITINSULFURIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/32756,204656-20-2,N/A
,CHONDRUS CRISPUS,https://pubchem.ncbi.nlm.nih.gov/substance/482037215,608137-32-2,N/A
,CHORIOGONADOTROPIN ALFA,https://pubchem.ncbi.nlm.nih.gov/substance/440790995,76547-98-3,N/A
,CHORIONIC GONADOTROPHIN,https://pubchem.ncbi.nlm.nih.gov/compound/4369448,2353-45-9,"13083-10-8, 13083-10-8, 1342-22-9, 977011-88-3"
,CHROMIUM,https://pubchem.ncbi.nlm.nih.gov/compound/24502,75-60-5,"11126-73-1, 58114-73-1, 8073-10-7, 58114-73-1, 11126-73-1"
,CHRYSIN,https://pubchem.ncbi.nlm.nih.gov/compound/5281607,53320-86-8,"37320-77-7, 37320-78-8, 54747-74-9, 56592-17-7, 59764-40-8, 61090-20-8"
,CICLESONIDE,https://pubchem.ncbi.nlm.nih.gov/compound/6918155,59-30-3,"33609-88-0, 11096-55-2, 11096-55-2, 33609-88-0"
,CICLOPIROX,https://pubchem.ncbi.nlm.nih.gov/compound/2749,320367-13-3,827033-10-3
,CICLOSPORIN,https://pubchem.ncbi.nlm.nih.gov/compound/5284373,N/A,N/A
,CIDOFOVIR,https://pubchem.ncbi.nlm.nih.gov/compound/60613,N/A,N/A
,CILASTATIN,https://pubchem.ncbi.nlm.nih.gov/compound/8858,53882-12-5,N/A
,CILOSTAZOL,https://pubchem.ncbi.nlm.nih.gov/compound/2754,87-65-0,N/A
,CIMETIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/2756,N/A,N/A
,CIMICIFUGA RACEMOSA,https://pubchem.ncbi.nlm.nih.gov/substance/482040113,98079-52-8,N/A
,CINACALCET,https://pubchem.ncbi.nlm.nih.gov/compound/156419,182431-12-5,"202833-31-6, 210823-48-6"
,CINCHOCAINE,https://pubchem.ncbi.nlm.nih.gov/compound/3025,13010-47-4,N/A
,CINEOLE,https://pubchem.ncbi.nlm.nih.gov/compound/10106,906-33-2,N/A
,CINERARIA,https://pubchem.ncbi.nlm.nih.gov/substance/482030124,N/A,N/A
,CINNAMEDRINE,https://pubchem.ncbi.nlm.nih.gov/compound/5370611,53179-11-6,N/A
,CINNAMOMUM CAMPHORA,https://pubchem.ncbi.nlm.nih.gov/substance/482038371,192725-17-0,N/A
,CINNAMOMUM CASSIA,https://pubchem.ncbi.nlm.nih.gov/compound/3314,76470-66-1,N/A
,CINNAMOMUM LOUREIRII,https://pubchem.ncbi.nlm.nih.gov/substance/482037387,N/A,N/A
,CINNAMOMUM ZEYLANICUM,https://pubchem.ncbi.nlm.nih.gov/substance/482037236,79794-75-5,N/A
,CINOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/2762,846-49-1,N/A
,CINOXATE,https://pubchem.ncbi.nlm.nih.gov/compound/5373773,616202-92-7,N/A
,CIPROFLOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/2764,1454846-35-5,N/A
,CISAPRIDE,https://pubchem.ncbi.nlm.nih.gov/compound/6917698,114798-26-4,N/A
,CISATRACURIUM BESILATE,https://pubchem.ncbi.nlm.nih.gov/compound/62886,82034-46-6,N/A
,CISPLATIN,https://pubchem.ncbi.nlm.nih.gov/compound/2767,N/A,N/A
,CISSUS QUADRANGULARIS,https://pubchem.ncbi.nlm.nih.gov/substance/482037409,75330-75-5,"71949-96-7, 74133-25-8, 81739-26-6, 81739-26-6, 74133-25-8"
,CITALOPRAM,https://pubchem.ncbi.nlm.nih.gov/compound/146570,N/A,N/A
,CITICOLINE,https://pubchem.ncbi.nlm.nih.gov/compound/13804,1977-10-2,N/A
,CITRIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/311,333963-40-9,"946081-34-1, 333963-40-9"
,CITRONELLA OIL,https://pubchem.ncbi.nlm.nih.gov/compound/7794,9067-32-7,"34448-35-6, 1319723-90-4, 1430231-35-8"
,CITRULLINE,https://pubchem.ncbi.nlm.nih.gov/compound/9750,57-10-3,"116860-99-2, 212625-86-0, 60605-23-4, 66321-94-6, 212625-86-0, 116860-99-2, 66321-94-6"
,CITRULLUS COLOCYNTHIS,https://pubchem.ncbi.nlm.nih.gov/substance/483935423,N/A,N/A
,CITRUS AURANTIUM,https://pubchem.ncbi.nlm.nih.gov/substance/441077353,187164-19-8,N/A
,CITRUS BERGAMIA,https://pubchem.ncbi.nlm.nih.gov/substance/482037507,936727-05-8,N/A
,CITRUS DECUMANA,https://pubchem.ncbi.nlm.nih.gov/substance/482023426,82186-77-4,120583-69-9
,CITRUS LIMONUM,https://pubchem.ncbi.nlm.nih.gov/substance/482037520,367514-87-2,N/A
,CITRUS PARADISI,https://pubchem.ncbi.nlm.nih.gov/substance/482032634,1110766-97-6,N/A
,CITRUS SINENSIS,https://pubchem.ncbi.nlm.nih.gov/substance/482037502,9034-40-6,"9042-18-6, 9061-55-6, 9066-58-4, 71339-77-0, 38569-05-0, 1092062-05-9, 1092062-05-9, 9066-58-4, 71339-77-0, 9061-55-6, 38569-05-0"
,CLADRIBINE,https://pubchem.ncbi.nlm.nih.gov/compound/20279,N/A,N/A
,CLARITHROMYCIN,N/A,56973-41-2,N/A
,CLAVICEPS PURPUREA,https://pubchem.ncbi.nlm.nih.gov/substance/483933092,7235-40-7,"116-32-5, 31797-85-0, 2321332-51-6, 116-32-5, 2321332-51-6, 2519474-91-8, 31797-85-0, 116-32-5"
,CLAVULANIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/33613,N/A,N/A
,CLAY,https://pubchem.ncbi.nlm.nih.gov/compound/338,N/A,N/A
,CLEMASTINE,https://pubchem.ncbi.nlm.nih.gov/compound/26987,56-87-1,"48050-57-3, 6899-06-5, 280114-50-3, 1150316-18-9, 1153953-95-7, 2087491-46-9, 2139267-51-7, 2566526-81-4, 1150316-18-9, 1153953-95-7, 2087491-46-9, 2139267-51-7, 2566526-81-4, 280114-50-3, 48050-57-3, 6899-06-5, 6899-06-5, 280114-50-3, 48050-57-3, 1150316-18-9"
,CLEVIDIPINE,N/A,9066-59-5,N/A
,CLIDINIUM,https://pubchem.ncbi.nlm.nih.gov/compound/19004,108-39-4,N/A
,CLINDAMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/3000540,122-46-3,N/A
,CLIOQUINOL,https://pubchem.ncbi.nlm.nih.gov/compound/2788,N/A,N/A
,CLOBAZAM,https://pubchem.ncbi.nlm.nih.gov/compound/2789,381231-18-1,N/A
,CLOBETASOL,https://pubchem.ncbi.nlm.nih.gov/compound/5311051,N/A,N/A
,CLOCORTOLONE,https://pubchem.ncbi.nlm.nih.gov/compound/5282493,N/A,N/A
,CLOFARABINE,https://pubchem.ncbi.nlm.nih.gov/compound/119182,N/A,N/A
,CLOFAZIMINE,https://pubchem.ncbi.nlm.nih.gov/compound/2794,138-39-6,N/A
,CLOFEDANOL,https://pubchem.ncbi.nlm.nih.gov/compound/2795,1806-23-1,N/A
,CLOFIBRATE,https://pubchem.ncbi.nlm.nih.gov/compound/2796,56-84-8,"181119-33-5, 6899-03-2, 2139279-07-3, 181119-34-6, 221628-95-1, 26834-87-7, 155436-59-2, 155436-61-6, 155436-63-8, 155436-65-0, 90819-17-3, 1236300-18-7, 1393950-57-6, 1436923-03-3, 2197132-19-5, 181119-33-5, 2139279-07-3, 6899-03-2, 874742-68-4, 1236300-18-7, 1393950-57-6, 1436923-03-3, 155436-59-2, 155436-61-6, 155436-63-8, 155436-65-0, 181119-34-6, 2197132-19-5, 221628-95-1, 26834-87-7, 90819-17-3, 181119-33-5"
,CLOMIFENE,https://pubchem.ncbi.nlm.nih.gov/compound/1548953,64-17-5,"121182-78-3, 8000-16-6, 8024-45-1, 8024-45-1, 8000-16-6"
,CLOMIPRAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/2801,N/A,N/A
,CLONAZEPAM,https://pubchem.ncbi.nlm.nih.gov/compound/2802,121-75-5,"11096-67-6, 12737-19-8, 12767-62-3, 11130-60-2, 141263-96-9, 75513-83-6, 141263-96-9, 12737-19-8, 75513-83-6, 12767-62-3, 11096-67-6"
,CLONIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/2803,110-16-7,"1975169-66-4, 1253590-15-6, 1393887-65-4, 1431524-06-9, 2815431-94-6, 31050-04-1"
,CLOPIDOGREL,https://pubchem.ncbi.nlm.nih.gov/compound/60606,141-82-2,211863-95-5
,CLORAZEPIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/2809,N/A,N/A
,CLOSTRIDIUM BOTULINUM TOXIN TYPE A,https://pubchem.ncbi.nlm.nih.gov/substance/483929704,N/A,N/A
,CLOSTRIDIUM BOTULINUM TOXIN TYPE B,https://pubchem.ncbi.nlm.nih.gov/substance/481101828,9004-53-9,"100041-56-3, 129290-56-8, 133925-38-9, 152232-07-0, 185829-47-4, 199015-70-8, 2186634-06-8, 256933-14-9, 2983451-46-1, 37265-05-7, 37265-06-8, 650604-25-4, 74347-35-6, 753470-74-5, 9072-45-1"
,CLOTRIMAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/2812,N/A,N/A
,CLOXACILLIN,https://pubchem.ncbi.nlm.nih.gov/compound/6098,148-24-3,"123574-67-4, 24804-14-6, 123574-67-4"
,CLOXIQUINE,https://pubchem.ncbi.nlm.nih.gov/compound/2817,69-65-8,"123897-58-5, 75398-80-0, 85085-15-0, 1081757-07-4, 133-43-7, 36413-61-3, 5149-40-6, 1081757-07-4, 123897-58-5, 75398-80-0, 85085-15-0, 85085-15-0, 123897-58-5"
,CLOZAPINE,https://pubchem.ncbi.nlm.nih.gov/compound/135398737,10262-69-8,N/A
,CNIDIUM,https://pubchem.ncbi.nlm.nih.gov/substance/482036961,376348-65-1,674782-29-7
,COAL TAR,https://pubchem.ncbi.nlm.nih.gov/compound/31423,N/A,N/A
,COBALT,N/A,22232-71-9,N/A
,COBAMAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/6436143,N/A,N/A
,COBICISTAT,https://pubchem.ncbi.nlm.nih.gov/compound/25151504,60-40-2,N/A
,COBIMETINIB,https://pubchem.ncbi.nlm.nih.gov/compound/16222096,N/A,N/A
,COCAINE,https://pubchem.ncbi.nlm.nih.gov/compound/446220,N/A,N/A
,COCAMIDOPROPYL BETAINAMIDE MONOETHANOLAMINE,N/A,6385-02-0,N/A
,COCARBOXYLASE,https://pubchem.ncbi.nlm.nih.gov/compound/9068,569-65-3,1286986-99-9
,COCCULUS,https://pubchem.ncbi.nlm.nih.gov/compound/31304,68-19-9,"11037-08-4, 24436-34-8, 8023-26-5, 8039-03-0"
,COCOS NUCIFERA,https://pubchem.ncbi.nlm.nih.gov/substance/482037081,N/A,N/A
,CODEINE,https://pubchem.ncbi.nlm.nih.gov/compound/2519,3380-34-5,"112099-35-1, 88032-08-0, 164325-69-3, 261921-78-2, 1155174-27-8, 112099-35-1, 1155174-27-8, 164325-69-3, 261921-78-2, 88032-08-0, 1155174-27-8, 112099-35-1, 88032-08-0, 164325-69-3, 261921-78-2"
,CODONOPSIS,https://pubchem.ncbi.nlm.nih.gov/substance/482037007,7704-34-9,"1251749-91-3, 12673-82-4, 12684-31-0, 12767-24-7, 1819329-88-8, 56449-52-6, 56591-09-4, 56645-30-8, 57035-13-9, 63705-05-5, 7782-45-8, 8050-82-6, 81032-32-8, 97124-07-7, 56591-09-4, 57035-13-9, 12684-31-0, 63705-05-5, 97124-07-7, 56645-30-8, 12767-24-7, 8050-82-6, 56449-52-6, 81032-32-8, 7782-45-8, 7704-34-9"
,COD LIVER OIL,https://pubchem.ncbi.nlm.nih.gov/compound/174,N/A,N/A
,COFFEA,https://pubchem.ncbi.nlm.nih.gov/substance/482037113,520-85-4,N/A
,COIX LACHRYMA-JOBI,https://pubchem.ncbi.nlm.nih.gov/substance/135327171,2668-66-8,N/A
,COLA ACUMINATA,https://pubchem.ncbi.nlm.nih.gov/substance/482037028,65-85-0,"8013-63-6, 331473-08-6, 2244876-11-5, 2244876-11-5, 331473-08-6, 8013-63-6, 8013-63-6"
,COLA NITIDA,https://pubchem.ncbi.nlm.nih.gov/substance/482037033,51742-87-1,68682-27-9
,COLCHICINE,https://pubchem.ncbi.nlm.nih.gov/compound/6167,3562-63-8,N/A
,COLECALCIFEROL,https://pubchem.ncbi.nlm.nih.gov/compound/5280795,131-49-7,"69426-25-1, 7170-91-4, 146-69-0, 63626-48-2, 19766-67-7"
,COLESEVELAM,https://pubchem.ncbi.nlm.nih.gov/compound/160051,N/A,N/A
,COLESTIPOL,https://pubchem.ncbi.nlm.nih.gov/compound/7835,56-81-5,"29796-42-7, 30049-52-6, 37228-54-9, 75398-78-6, 78630-16-7, 8013-25-0, 1400594-62-8, 1422250-43-8, 1629856-20-7, 1400594-62-8, 1422250-43-8, 1629856-20-7, 29796-42-7, 30049-52-6, 37228-54-9, 75398-78-6, 78630-16-7, 8013-25-0, 1422250-43-8, 29796-42-7, 30918-77-5, 1400594-62-8, 78630-16-7, 8013-25-0, 37228-54-9, 30049-52-6"
,COLESTYRAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/7501,N/A,N/A
,COLEUS FORSKOHLII,https://pubchem.ncbi.nlm.nih.gov/compound/47936,71125-38-7,133687-22-6
,COLFOSCERIL PALMITATE,https://pubchem.ncbi.nlm.nih.gov/compound/452110,148-82-3,8057-25-8
,COLISTIN,https://pubchem.ncbi.nlm.nih.gov/compound/5311054,19982-08-2,51052-62-1
,COLLAGEN,https://pubchem.ncbi.nlm.nih.gov/compound/2474,58-27-5,N/A
,COLLAGENASE,https://pubchem.ncbi.nlm.nih.gov/compound/17059,2124-57-4,N/A
,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,https://pubchem.ncbi.nlm.nih.gov/compound/18680304,N/A,N/A
,COLLODIONS,https://pubmed.ncbi.nlm.nih.gov/21168569,N/A,N/A
,COLOSTRUM,https://pubchem.ncbi.nlm.nih.gov/compound/5116708,1490-04-6,N/A
,COMMIPHORA MOLMOL,https://pubchem.ncbi.nlm.nih.gov/substance/482036528,83-89-6,"66777-81-9, 65960-40-9; 65960-39-6"
,COMMIPHORA WIGHTII,https://pubchem.ncbi.nlm.nih.gov/substance/482036497,25990-43-6,N/A
,COMPOSITION UNKNOWN,https://pubchem.ncbi.nlm.nih.gov/bioassay/1864336,59-47-2,N/A
,CONDOMS,https://pubchem.ncbi.nlm.nih.gov/bioassay/1666861,100-92-5,N/A
,CONESTAT ALFA,https://pubchem.ncbi.nlm.nih.gov/substance/483928193,50-12-4,N/A
,CONIUM MACULATUM,https://pubchem.ncbi.nlm.nih.gov/substance/483935559,96-88-8,22801-44-1
,CONIVAPTAN,https://pubchem.ncbi.nlm.nih.gov/compound/216322,N/A,N/A
,CONTRACEPTIVE DEVICES,https://pubchem.ncbi.nlm.nih.gov/substance/381128904,57-53-4,N/A
