molecule,crp,intprd,cas,drugid
METFORMIN#SITAGLIPTIN,MERCK_&_CO,JANUMET,657-24-9,"6050, 27454, 29182, 48279, 49077, 49829, 54657, 55177, 56555, 56823, 59100, 59370, 64334, 67614, 68567, 68598, 74198, 82005, 84865, 93902"
METHOTREXATE,PEDIAPHARM,RASUVO,59-05-2,"80048, 87545, 97421"
METHYLNALTREXONE_BROMIDE,BAUSCH_HEALTH,RELISTOR,73232-52-7,"36230, 48178"
METHYLPHENIDATE,JOHNSON_&_JOHNSON,CONCERTA,113-45-1,"12117, 14484, 23622, 44757, 70090, 79320, 84766, 85904, 91339, 97274"
METHYLPREDNISOLONE,PFIZER,MEDROL,83-43-2,44599
METIROSINE,BAUSCH_HEALTH,DEMSER,672-87-7,66487
METOPROLOL,ARALEZ_PHARMACEUTI,TOPROL-XL,51384-51-1,"44302, 54363, 111900"
MIBEFRADIL,ROCHE,POSICOR,116644-53-2,4261
MICAFUNGIN,ASTELLAS_PHARMA,MYCAMINE,235114-32-6,19462
MIDODRINE,SHIRE,PROAMATINE,42794-76-3,12538
MIDOSTAURIN,NOVARTIS,RYDAPT,120685-11-2,2764
MIFEPRISTONE,DANCO_LABORATORIES,MIFEPREX,84371-65-3,"3628, 43078"
MIGLITOL,PFIZER,GLYSET,72432-03-2,3629
MILNACIPRAN,ALLERGAN,SAVELLA,92623-85-3,4858
MILRINONE,SANOFI,PRIMACOR,78415-72-2,10634
MILTEFOSINE,PROFOUNDA_INC.,IMPAVIDO,58066-85-6,6877
MIRABEGRON,ASTELLAS_PHARMA,BETANIS,223673-61-8,39730
MIRTAZAPINE,MERCK_&_CO,REMERON,85650-52-8,3634
MISOPROSTOL,PFIZER,CYTOTEC,59122-46-2,"5296, 5312, 17853"
MITOXANTRONE,MERCK_KGAA,NOVANTRONE,65271-80-9,11519
MODAFINIL,TEVA,PROVIGIL,112111-43-0,48357
MODAFINIL,TEVA,PROVIGIL,68693-11-8,3645
MOEXIPRIL,UCB,UNIVASC,103775-10-6,3647
MOMETASONE,MERCK_&_CO,ASMANEX,105102-22-5,"13594, 55921, 61413"
MONTELUKAST,MERCK_&_CO,SINGULAIR,158966-92-8,5326
MORACIZINE,SHIRE,ETHMOZINE,31883-05-3,3656
MORPHINE,ALLERGAN,KADIAN,57-27-2,"3657, 10777, 13468, 54244, 57467, 82520"
MORPHINE#NALTREXONE,PFIZER,EMBEDA,16590-41-3,"30864, 54244, 55454, 68997"
MORPHINE#NALTREXONE,PFIZER,EMBEDA,57-27-2,"3657, 10777, 13468, 54244, 57467, 82520"
MOXIFLOXACIN,NOVARTIS,VIGAMOX,151096-09-2,"12978, 48941, 87173, 95157"
MUPIROCIN,GLAXOSMITHKLINE,BACTROBAN,12650-69-0,3665
MYCOPHENOLATE_MOFETIL,ROCHE,CELLCEPT,128794-94-5,3669
MYCOPHENOLIC_ACID,NOVARTIS,MYFORTIC,24280-93-1,25880
NABILONE,MYLAN,CESAMET,51022-71-0,52780
NAFARELIN,PFIZER,SYNARELA,76932-56-4,7291
NAFTIFINE,SEBELA_PHARMACEUT,NAFTIN,65472-88-0,96073
NALDEMEDINE,SHIONOGI_SEIYAKU,SYMPROIC,916072-89-4,64057
NALOXEGOL,ASTRAZENECA,MOVANTIK,854601-70-0,57118
NALOXONE,ENDO_HEALTH_SOLUT.,NARCAN,465-65-6,"56687, 64940, 66004, 70447, 75322, 75426, 91856"
NALTREXONE,ALKERMES,VIVITROL,16590-41-3,"30864, 54244, 55454, 68997"
NAPROXEN,BAYER,ALEVE,22204-53-1,"12013, 17853, 31482, 55828"
NAPROXEN#SUMATRIPTAN,PERNIX,TREXIMET,103628-46-2,"4491, 31482, 47759, 55707, 60691, 73740, 96279"
NAPROXEN#SUMATRIPTAN,PERNIX,TREXIMET,22204-53-1,"12013, 17853, 31482, 55828"
NARATRIPTAN,GLAXOSMITHKLINE,NARAMIG,121679-13-8,3235
NATEGLINIDE,NOVARTIS,STARLIX,105816-04-4,2375
NEBIVOLOL,ALLERGAN,BYSTOLIC,118457-14-0,"3686, 75647"
NEBIVOLOL#VALSARTAN,ALLERGAN,BYVALSON,118457-14-0,"3686, 75647"
NEBIVOLOL#VALSARTAN,ALLERGAN,BYVALSON,137862-53-4,"2773, 16073, 54288, 54291, 58782, 70525, 75647, 99721"
NEDOCROMIL,ALLERGAN,IRTAN,69049-73-6,"3689, 94514"
NEFAZODONE,BRISTOL-MYERS_SQB.,SERZONE,82752-99-6,3690
NEFAZODONE,BRISTOL-MYERS_SQB.,SERZONE,83366-66-9,3690
NELARABINE,NOVARTIS,ARRANON,121032-29-9,14643
NELFINAVIR,GLAXOSMITHKLINE,VIRACEPT,159989-64-7,8255
NEPAFENAC,NOVARTIS,NEVANAC,78281-72-8,27470
NERATINIB,PUMA_BIOTECHNOLOGY,NERLYNX,698387-09-6,50341
NETARSUDIL,AERIE_PHARMA,RHOPRESSA,1254032-66-0,"64678, 86590"
NETUPITANT#PALONOSETRON,HELSINN_CORP,AKYNZEO,135729-61-2,"9754, 53584, 66796, 66798"
NETUPITANT#PALONOSETRON,HELSINN_CORP,AKYNZEO,290297-26-6,"66796, 66798"
NEVIRAPINE,BOEHRINGER_INGEL,VIRAMUNE,129618-40-2,3700
NICARDIPINE,CHIESI,CARDENE,55985-32-5,44600
NICOTINE,PFIZER,NIKOTUGG,54-11-5,"3703, 3704, 3705"
NIFEDIPINE,PFIZER,PROCARDIA,21829-25-4,"6587, 13202, 13537, 28815, 47178, 100086"
NILOTINIB,NOVARTIS,TASIGNA,641571-10-0,51388
NILUTAMIDE,CONCORDIA,NILANDRON,63612-50-0,9801
NIMODIPINE,BAYER,NIMOTOP,66085-59-4,"8013, 74401"
NINTEDANIB,BOEHRINGER_INGEL,OFEV,656247-17-5,51160
NITAZOXANIDE,ROMARK_LABORATORIE,ALINIA,55981-09-4,11089
NITROGLYCERIN,ALLERGAN,RECTIV,55-63-0,"12363, 16917, 44399, 99765"
NIZATIDINE,GLAXOSMITHKLINE,AXID,76963-41-2,44304
NORFLOXACIN,MERCK_&_CO,NOROXIN,70458-96-7,46892
OBETICHOLIC_ACID,INTERCEPT_PHARM,OCALIVA,459789-99-2,50963
OCTREOTIDE,NOVARTIS,SANDOSTATIN,83150-76-9,"3735, 78778, 93417"
OFLOXACIN,ALLERGAN,EXOCINE,82419-36-1,"52139, 87027, 87028, 87029"
OLANZAPINE,LILLY,ZYPREXA,132539-06-1,"3738, 39769, 61411"
OLAPARIB,ASTRAZENECA,LYNPARZA,763113-22-0,16063
OLMESARTAN_MEDOXOMIL,DAIICHI_SANKYO,BENICAR,144689-63-4,8946
OLODATEROL,BOEHRINGER_INGEL,STRIVERDI RESPIMAT,868049-49-4,"57450, 61047"
OLODATEROL#TIOTROPIUM_BROMIDE,BOEHRINGER_INGEL,STIOLTO RESPIMAT,136310-93-5,"8165, 61047"
OLODATEROL#TIOTROPIUM_BROMIDE,BOEHRINGER_INGEL,STIOLTO RESPIMAT,868049-49-4,"57450, 61047"
OLOPATADINE,NOVARTIS,PATANOL,113806-05-6,"49282, 54115"
OLSALAZINE,MYLAN,DIPENTUM,15722-48-2,3741
OMACETAXINE_MEPESUCCINATE,TEVA,SYNRIBO,26833-87-4,36624
OMBITASVIR#PARITAPREVIR#RITONAVIR,ABBVIE,VIEKIRAX,1216941-48-8,"81782, 100124"
OMBITASVIR#PARITAPREVIR#RITONAVIR,ABBVIE,VIEKIRAX,1258226-87-7,"81782, 100124"
OMBITASVIR#PARITAPREVIR#RITONAVIR,ABBVIE,VIEKIRAX,155213-67-5,"7310, 14681, 81782, 100124"
OMEPRAZOLE,PROCTER_&_GAMBLE,PRILOSEC,73590-58-6,"34063, 44305, 45877, 63942"
OMEPRAZOLE#SODIUM,BAYER,ZEGERID,73590-58-6,"34063, 44305, 45877, 63942"
ONDANSETRON,NOVARTIS,ZOFRAN,99614-02-5,"3750, 59543, 60940"
ORITAVANCIN,MELINTA_THERAPEUT,ORBACTIV,171099-57-3,9972
OSELTAMIVIR,ROCHE,TAMIFLU,196618-13-0,13460
OSELTAMIVIR,ROCHE,TAMIFLU,204255-11-8,13460
OSIMERTINIB,ASTRAZENECA,TAGRISSO,1421373-65-0,83873
OSPEMIFENE,SHIONOGI_SEIYAKU,OSPHENA,128607-22-7,29655
OXALIPLATIN,SANOFI,ELOXATINE,61825-94-3,3792
OXANDROLONE,HORIZON_PHARMA,OXANDRIN,53-39-4,3793
OXYBUTYNIN,ALLERGAN,OXYTROL,5633-20-5,"12113, 12389, 49157, 58940"
OXYCODONE,MUNDIPHARMA_INT,OXYCONTIN,76-42-6,"10490, 12418, 50457, 56687, 57516, 68852, 68997, 69025, 70573, 73918, 106091"
OXYCODONE#PARACETAMOL,ENDO_INTERNATIONAL,PERCOCET,103-90-2,"48479, 48917, 50457, 55014, 64433, 68852"
OXYCODONE#PARACETAMOL,ENDO_INTERNATIONAL,PERCOCET,76-42-6,"10490, 12418, 50457, 56687, 57516, 68852, 68997, 69025, 70573, 73918, 106091"
OXYMORPHONE,ENDO_INTERNATIONAL,OPANA,76-41-5,"16216, 44858"
PACLITAXEL,CELGENE_CORP,ABRAXANE,33069-62-4,"3803, 29016"
PALBOCICLIB,PFIZER,IBRANCE,571190-30-2,10271
PALIPERIDONE,JOHNSON_&_JOHNSON,INVEGA,144598-75-4,"33576, 50958, 76892"
PALIPERIDONE_PALMITATE,JOHNSON_&_JOHNSON,INVEGA SUSTENNA,199739-10-1,"50958, 76892"
PALONOSETRON,HELSINN_CORP,ALOXI,135729-61-2,"9754, 53584, 66796, 66798"
PAMIDRONIC_ACID,NOVARTIS,AREDIA,40391-99-9,2944
PANOBINOSTAT,NOVARTIS,FARYDAK,404950-80-7,54226
PANTOPRAZOLE,PFIZER,PROTONIX,102625-70-7,5800
PARACETAMOL,MALLINCKRODT,OFIRMEV,103-90-2,"48479, 48917, 50457, 55014, 64433, 68852"
PARACETAMOL#TRAMADOL,JOHNSON_&_JOHNSON,ULTRACET,103-90-2,"48479, 48917, 50457, 55014, 64433, 68852"
PARACETAMOL#TRAMADOL,JOHNSON_&_JOHNSON,ULTRACET,27203-92-5,"4579, 30456, 48479, 49317, 52668, 52766"
PARICALCITOL,ABBVIE,ZEMPLAR,131918-61-1,"21919, 45817"
PASIREOTIDE,NOVARTIS,SIGNIFOR,396091-73-9,"40061, 91112"
PAZOPANIB,NOVARTIS,VOTRIENT,444731-52-6,43738
PEGAPTANIB,BAUSCH_HEALTH,MACUGEN,222716-86-1,17475
PEGINTERFERON_BETA-1A,BIOGEN,PLEGRIDY,1211327-92-2,62263
PEMETREXED,LILLY,ALIMTA,137281-23-3,3536
PENCICLOVIR,MYLAN,DENAVIR,39809-25-1,5824
PENTOSAN_POLYSULFATE_SODIUM,JOHNSON_&_JOHNSON,ELMIRON,140207-93-8,14979
PENTOSTATIN,PFIZER,NIPENT,53910-25-1,17015
PERAMIVIR,CSL,RAPIVAB,330600-85-6,56822
PERAMPANEL,EISAI,FYCOMPA,380917-97-5,41705
PERGOLIDE,VALEANT_PHARMA,PERMAX,66104-22-1,46895
PERINDOPRIL,SYMPLMED_PHARMA,ACEON,107133-36-8,17745
PERINDOPRIL,SYMPLMED_PHARMA,ACEON,82834-16-0,"17745, 73272"
PHENTERMINE#TOPIRAMATE,VIVUS,QSYMIA,122-09-8,"55369, 92898"
PHENTERMINE#TOPIRAMATE,VIVUS,QSYMIA,97240-79-4,"4576, 55369, 60134, 65375"
PHENTOLAMINE,NOVALAR,ORAVERSE,50-60-2,65813
PIMAVANSERIN,ACADIA_PHARMA,NUPLAZID,706779-91-1,25148
PIMECROLIMUS,BAUSCH_HEALTH,ELIDEL,137071-32-0,12083
PIOGLITAZONE,TAKEDA,ACTOS,111025-46-8,"4126, 48279, 53522, 55177, 59795"
PIOGLITAZONE,TAKEDA,ACTOS,112529-15-4,4126
PIPECURONIUM_BROMIDE,MERCK_&_CO,ARDUAN,52212-02-9,13623
PIPERACILLIN#TAZOBACTAM,PFIZER,TAZOCIN,61477-96-1,29446
PIPERACILLIN#TAZOBACTAM,PFIZER,TAZOCIN,89786-04-9,"29446, 63012"
PIRFENIDONE,ROCHE,ESBRIET,53179-13-8,7871
PIROXICAM,PFIZER,FELDENE,36322-90-4,44957
PITAVASTATIN,KOWA,LIVALO,147511-69-1,"9953, 109656"
PLAZOMICIN,ACHAOGEN,ZEMDRI,1154757-24-0,30251
PLERIXAFOR,SANOFI,MOZOBIL,110078-46-1,16758
POMALIDOMIDE,CELGENE_CORP,POMALYST,19171-19-8,27696
PONATINIB,TAKEDA,ICLUSIG,943319-70-8,41702
POSACONAZOLE,MERCK_&_CO,NOXAFIL,171228-49-2,"11027, 57268, 73607"
PRALATREXATE,SPECTRUM_PHARM,FOLOTYN,146464-95-1,17990
PRAMIPEXOLE,BOEHRINGER_INGEL,SIFROL,104632-26-0,"4151, 65712"
PRASTERONE,AMAG_PHARM,INTRAROSA,53-43-0,61791
PRASUGREL,LILLY,EFIENT,150322-43-3,19001
PRAVASTATIN,BRISTOL-MYERS_SQB.,PRAVACHOL,81093-37-0,"4155, 46197"
PRAZOSIN,PFIZER,MINIPRESS,19216-56-9,4156
PREGABALIN,PFIZER,LYRICA,148553-50-8,"17814, 64949"
PROGESTERONE,ALLERGAN,CRINONE,57-83-0,"12360, 40649, 85865"
PROPAFENONE,GLAXOSMITHKLINE,RYTHMOL,54063-53-5,44410
PROPOFOL,FRESENIUS,DIPRIVAN,2078-54-8,44308
PROPRANOLOL,ANI_PHARMACEUTICAL,INNOPRAN XL,525-66-6,"47119, 82443"
PRUCALOPRIDE,TAKEDA,RESOLOR,179474-81-8,15716
QUAZEPAM,CUTIS_HEALTH_LLC,DORAL,36735-22-5,4180
QUETIAPINE,ASTRAZENECA,SEROQUEL,111974-69-7,"3317, 55740"
QUINAPRIL,PFIZER,ACCUPRO,85441-61-8,"4181, 70341"
RABEPRAZOLE,EISAI,PARIET,117976-89-3,2997
RALOXIFENE,LILLY,EVISTA,84449-90-1,6681
RALTEGRAVIR,MERCK_&_CO,ISENTRESS,518048-05-0,"54488, 90562"
RAMELTEON,TAKEDA,ROZEREM,196597-26-9,29570
RANITIDINE,SANOFI,ZANTAC,66357-35-5,"4198, 44309"
RANITIDINE_BISMUTH_CITRATE,GLAXOSMITHKLINE,PYLORID,128345-62-0,4198
RANOLAZINE,GILEAD_SCIENCES,RANEXA,95635-55-5,4199
RASAGILINE,TEVA,AZILECT,136236-51-6,8858
REGADENOSON,ASTELLAS_PHARMA,LEXISCAN,313348-27-5,28431
REGORAFENIB,BAYER,STIVARGA,755037-03-7,54624
REMIFENTANIL,MYLAN,ULTIVA,132875-61-7,4208
REPAGLINIDE,AMNEAL_PHARM,PRANDIN,135062-02-1,"4212, 56555"
RETAPAMULIN,ALMIRALL,ALTABAX,224452-66-8,17667
RETIGABINE,GLAXOSMITHKLINE,TROBALT,150812-12-7,8197
REVEFENACIN,MYLAN,YUPELRI,864750-70-9,58734
RIBAVIRIN,MERCK_&_CO,REBETOL,36791-04-5,"5369, 71886, 72706"
RIBOCICLIB,NOVARTIS,KISQALI,1211441-98-3,65360
RIFABUTIN,PFIZER,MYCOBUTIN,72559-06-9,4229
RIFAPENTINE,SANOFI,PRIFTIN,61379-65-5,15102
RIFAXIMIN,BAUSCH_HEALTH,XIFAXAN,80621-81-4,12834
RILPIVIRINE,JOHNSON_&_JOHNSON,EDURANT,500287-72-9,"52857, 63988, 91586, 94396"
RILUZOLE,COVIS_PHARMA,RILUTEK,1744-22-5,"5859, 103002"
RIMANTADINE,SUN_PHARMA,FLUMADINE,13392-28-4,6134
RIMEXOLONE,NOVARTIS,VEXOL,49697-38-3,59922
RIOCIGUAT,BAYER,ADEMPAS,625115-55-1,54614
RISEDRONIC_ACID,ALLERGAN,ACTONEL,105462-24-6,4234
RISPERIDONE,JOHNSON_&_JOHNSON,RISPERDAL,106266-06-2,"4236, 26832, 80783"
RITONAVIR,ABBVIE,NORVIR,155213-67-5,"7310, 14681, 81782, 100124"
RIVAROXABAN,JOHNSON_&_JOHNSON,XARELTO,366789-02-8,32677
RIVASTIGMINE,NOVARTIS,EXELON,123441-03-2,"4379, 54305"
RIZATRIPTAN,MERCK_&_CO,MAXALT,144034-80-0,5328
RIZATRIPTAN,MERCK_&_CO,MAXALT,145202-66-0,5328
ROFECOXIB,MERCK_&_CO,VIOXX,162011-90-7,15472
ROFLUMILAST,ASTRAZENECA,DALIRESP,162401-32-3,21820
ROLAPITANT,TERSERA_THERAPEUT,VARUBI,552292-08-7,"48902, 83361"
ROMIDEPSIN,CELGENE_CORP,ISTODAX,128517-07-7,8023
ROPINIROLE,GLAXOSMITHKLINE,REQUIP,91374-21-9,"4908, 42859"
ROPIVACAINE,FRESENIUS,NAROPIN,84057-95-4,4271
ROSIGLITAZONE,GLAXOSMITHKLINE,AVANDIA,122320-73-4,"8976, 48179, 56823"
ROSUVASTATIN,ASTRAZENECA,CRESTOR,287714-41-4,12420
ROTIGOTINE,UCB,NEUPRO,99755-59-6,7971
RUCAPARIB,CLOVIS_ONCOLOGY,RUBRACA,283173-50-2,75079
RUFINAMIDE,EISAI,INOVELON,106308-44-5,"2760, 67579"
SACUBITRIL#VALSARTAN,NOVARTIS,ENTRESTO,137862-53-4,"2773, 16073, 54288, 54291, 58782, 70525, 75647, 99721"
SACUBITRIL#VALSARTAN,NOVARTIS,ENTRESTO,149709-62-6,58782
SAFINAMIDE,US_WORLDMEDS,XADAGO,133865-89-1,10440
SALBUTAMOL,GLAXOSMITHKLINE,VENTOLIN,18559-94-9,"44310, 44415, 48517, 48938, 51011"
SALMETEROL,GLAXOSMITHKLINE,SEREVENT,89365-50-4,"14336, 44312, 95991"
SAPROPTERIN,BIOMARIN_PHARMA,KUVAN,62989-33-7,47719
SAQUINAVIR,ROCHE,INVIRASE,127779-20-8,4259
SARECYCLINE,ALMIRALL,SEYSARA,1035654-66-0,57610
SAXAGLIPTIN,ASTRAZENECA,ONGLYZA,361442-04-8,"44417, 59100, 83956, 93902"
SAXAGLIPTIN,ASTRAZENECA,ONGLYZA,945667-22-1,44417
SECNIDAZOLE,LUPIN_LABORATORIES,SOLOSEC,3366-95-8,91449
SELEGILINE,MYLAN,EMSAM,14611-51-9,"10704, 13409"
SELEXIPAG,JOHNSON_&_JOHNSON,UPTRAVI,475086-01-2,50259
SEMAGLUTIDE,NOVO_NORDISK,OZEMPIC,910463-68-2,59271
SERTACONAZOLE,BAUSCH_HEALTH,ERTACZO,99592-32-2,48558
SERTRALINE,PFIZER,ZOLOFT,79617-96-2,15183
SEVELAMER,SANOFI,RENVELA,52757-95-6,"9053, 49398, 57439"
SEVOFLURANE,ABBVIE,SEVORANE,28523-86-6,5356
SIBUTRAMINE,ABBVIE,MERIDIA,106650-56-0,8778
SILDENAFIL,PFIZER,VIAGRA,139755-83-2,8713
SILODOSIN,ALLERGAN,RAPAFLO,160970-54-7,14005
SIMEPREVIR,JOHNSON_&_JOHNSON,SOVRIAD,923604-59-5,39069
SIMVASTATIN,MERCK_&_CO,ZOCOR,79902-63-9,"34501, 51039, 62169, 64893"
SIMVASTATIN#SITAGLIPTIN,MERCK_&_CO,JUVISYNC,486460-32-6,"44499, 54657, 62169, 84869"
SIMVASTATIN#SITAGLIPTIN,MERCK_&_CO,JUVISYNC,79902-63-9,"34501, 51039, 62169, 64893"
SIROLIMUS,PFIZER,RAPAMUNE,53123-88-9,4200
SITAGLIPTIN,MERCK_&_CO,JANUVIA,486460-32-6,"44499, 54657, 62169, 84869"
SOFOSBUVIR,GILEAD_SCIENCES,SOVALDI,1190307-88-0,"65416, 79811, 88619, 95212"
SOFOSBUVIR#VELPATASVIR,GILEAD_SCIENCES,EPCLUSA,1190307-88-0,"65416, 79811, 88619, 95212"
SOFOSBUVIR#VELPATASVIR,GILEAD_SCIENCES,EPCLUSA,1377049-84-7,"88619, 95212"
SOFOSBUVIR#VELPATASVIR#VOXILAPREVIR,GILEAD_SCIENCES,VOSEVI,1190307-88-0,"65416, 79811, 88619, 95212"
SOFOSBUVIR#VELPATASVIR#VOXILAPREVIR,GILEAD_SCIENCES,VOSEVI,1377049-84-7,"88619, 95212"
SOFOSBUVIR#VELPATASVIR#VOXILAPREVIR,GILEAD_SCIENCES,VOSEVI,1535212-07-7,95212
SOLIFENACIN,ASTELLAS_PHARMA,VESICARE,242478-37-1,15478
SONIDEGIB,SUN_PHARMA,ODOMZO,956697-53-3,61926
SORAFENIB,BAYER,NEXAVAR,284461-73-0,29831
SPARFLOXACIN,MYLAN,ZAGAM,110871-86-8,4439
SPINOSAD,PARAPRO_LLC,NATROBA,168316-95-8,58529
SPIRONOLACTONE,PFIZER,ALDACTONE,52-01-7,46934
STAVUDINE,BRISTOL-MYERS_SQB.,ZERIT,3056-17-5,4481
SUGAMMADEX,MERCK_&_CO,BRIDION,343306-71-8,37131
SULFAMETHOXAZOLE#TRIMETHOPRIM,TAKEDA,BACTRIM,723-46-6,44363
SULFAMETHOXAZOLE#TRIMETHOPRIM,TAKEDA,BACTRIM,738-70-5,44363
SUMATRIPTAN,GLAXOSMITHKLINE,IMIGRAN,103628-46-2,"4491, 31482, 47759, 55707, 60691, 73740, 96279"
SUNITINIB,PFIZER,SUTENT,557795-19-4,12973
SUVOREXANT,MERCK_&_CO,BELSOMRA,1030377-33-3,58921
TACRINE,SHIONOGI_SEIYAKU,COGNEX,321-64-2,4509
TACROLIMUS,ASTELLAS_PHARMA,PROGRAF,104987-11-3,"4510, 46257, 50040, 54222, 66492, 66493"
TADALAFIL,LILLY,CIALIS,171596-29-5,4119
TAFENOQUINE,GLAXOSMITHKLINE,KRINTAFEL,106635-80-7,"9752, 97243"
TAFLUPROST,AKORN,ZIOPTAN,209860-87-7,37012
TALAZOPARIB,PFIZER,TALZENNA,1207456-01-6,63832
TALAZOPARIB,PFIZER,TALZENNA,1373431-65-2,63832
TAMOXIFEN,ASTRAZENECA,NOLVADEX,10540-29-1,"44314, 75646"
TAMSULOSIN,SANOFI,SECADRYCKEL,106133-20-4,"4513, 57005"
TAPENTADOL,COLLEGIUM_PHARMA,NUCYNTA,175591-23-8,"43021, 56791"
TASIMELTEON,VANDA_PHARM,HETLIOZ,609799-22-6,54754
TAVABOROLE,PFIZER,KERYDIN,174671-46-6,53814
TAZAROTENE,ALMIRALL,TAZORAC,118292-40-3,"8265, 73319"
TEDIZOLID,MERCK_&_CO,SIVEXTRO,856866-72-3,30819
TEGASEROD,NOVARTIS,ZELMAC,145158-71-0,10091
TELAPREVIR,VERTEX_PHARMA,INCIVEK,402957-28-2,10096
TELAVANCIN,THERAVANCE_BIOPHAR,VIBATIV,372151-71-8,44939
TELBIVUDINE,NOVARTIS,TYZEKA,3424-98-4,27471
TELITHROMYCIN,SANOFI,KETEK,191114-48-4,13757
TELMISARTAN,BOEHRINGER_INGEL,MICARDIS,144701-48-4,"5051, 61090, 70337"
TELOTRISTAT_ETIPRATE,LEXICON_PHARMA,XERMELO,1137608-69-5,56780
TEMSIROLIMUS,PFIZER,TORISEL,162635-04-3,22965
TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,VEMLIDY,379270-37-8,"40532, 72153, 75324, 94396, 95280, 100097"
TERAZOSIN,ABBOTT,HYTRIN ABBT,63590-64-7,5266
TERBINAFINE,GLAXOSMITHKLINE,LAMISIL,91161-71-6,4533
TERIFLUNOMIDE,SANOFI,AUBAGIO,108605-62-5,36213
TERIPARATIDE,LILLY,FORTEO,52232-67-4,15518
TESTOSTERONE,ABBVIE,ANDROGEL,58-22-0,"9057, 11237, 13162, 17837, 19261, 29051, 47417, 50402, 58820, 86947"
TETRABENAZINE,LUNDBECK,XENAZINE,58-46-8,51877
THALIDOMIDE,CELGENE_CORP,THALOMID,50-35-1,8050
TIAGABINE,TEVA,GABITRIL,115103-54-3,4554
TICAGRELOR,ASTRAZENECA,BRILINTA,274693-27-5,36332
TICLOPIDINE,ROCHE,TICLID,55142-85-3,44382
TIGECYCLINE,PFIZER,TYGACIL,220620-09-7,8642
TILUDRONIC_ACID,SANOFI,SKELID,89987-06-4,4558
TIMOLOL,BAUSCH_HEALTH,TIMOPTIC,26839-75-8,"44315, 50845, 54133, 70335"
TIOPRONIN,RETROPHIN,THIOLA,1953-02-2,27251
TIOTROPIUM_BROMIDE,BOEHRINGER_INGEL,SPIRIVA,136310-93-5,"8165, 61047"
TIPIRACIL#TRIFLURIDINE,OTSUKA,LONSURF,183204-74-2,7810
TIPIRACIL#TRIFLURIDINE,OTSUKA,LONSURF,70-00-8,7810
TIPRANAVIR,BOEHRINGER_INGEL,APTIVUS,174484-41-4,12731
TIROFIBAN,MEDICURE_INC,AGGRASTAT,144494-65-5,3467
TIZANIDINE,COVIS_PHARMA,ZANAFLEX,51322-75-9,7818
TOBRAMYCIN,MYLAN,TOBI,32986-56-4,"11232, 12784, 44785, 48940, 81695"
TOFACITINIB,PFIZER,XELJANZ,477600-75-2,"45499, 83185"
TOLCAPONE,BAUSCH_HEALTH,TASMAR,134308-13-7,4573
TOLTERODINE,PFIZER,DETRUSITOL,124937-51-5,"10488, 94472"
TOLVAPTAN,OTSUKA,SAMSCA,150683-30-0,16888
TOPIRAMATE,SUPERNUS_PHARMA,TROKENDI XR,97240-79-4,"4576, 55369, 60134, 65375"
TOPOTECAN,NOVARTIS,HYCAMTIN,119413-54-6,"4577, 100129"
TOPOTECAN,NOVARTIS,HYCAMTIN,123948-87-8,"4577, 100129"
TORASEMIDE,MYLAN,DEMADEX,56211-40-6,13007
TOREMIFENE,KYOWA_HAKKO_KIRIN,FARESTON,89778-26-7,6166
TRABECTEDIN,JOHNSON_&_JOHNSON,YONDELIS,114899-77-3,9112
TRAMADOL,JOHNSON_&_JOHNSON,ULTRAM,27203-92-5,"4579, 30456, 48479, 49317, 52668, 52766"
TRAMETINIB,NOVARTIS,MEKINIST,871700-17-3,55288
TRANDOLAPRIL,ABBVIE,MAVIK,87679-37-6,"4580, 46941"
TRANDOLAPRIL#VERAPAMIL,ABBVIE,TARKA,52-53-9,"11974, 13444, 44437, 46941"
TRANDOLAPRIL#VERAPAMIL,ABBVIE,TARKA,87679-37-6,"4580, 46941"
TRASTUZUMAB_EMTANSINE,ROCHE,KADCYLA,1018448-65-1,36669
TRAVOPROST,NOVARTIS,TRAVATAN,157283-68-6,33499
TREPROSTINIL,UNITED_THERAPEUTIC,REMODULIN,81846-19-7,"20137, 50843, 54311"
TRIAMCINOLONE_ACETONIDE,SANOFI,AZMACORT,76-25-5,"12937, 51082, 57893, 72124, 87173, 95157"
TRIAZOLAM,PFIZER,HALCION,28911-01-5,44381
TRIENTINE,BAUSCH_HEALTH,SYPRINE,112-24-3,66486
TRIMETREXATE,ASTRAZENECA,NEUTREXIN,52128-35-5,4593
TRIPTORELIN,ALLERGAN,TRELSTAR,57773-63-4,44123
TROGLITAZONE,PFIZER,REZULIN,97322-87-7,2876
TROVAFLOXACIN,PFIZER,TROVAN,147059-72-1,2867
ULIPRISTAL_ACETATE,AFAXYS_PHARMACEUTI,ELLA,126784-99-4,23239
UMECLIDINIUM_BROMIDE,GLAXOSMITHKLINE,INCRUSE ELLIPTA,869113-09-7,56992
UMECLIDINIUM_BROMIDE#VILANTEROL,GLAXOSMITHKLINE,ANORO ELLIPTA,503068-34-6,"59060, 65876, 85008"
UMECLIDINIUM_BROMIDE#VILANTEROL,GLAXOSMITHKLINE,ANORO ELLIPTA,869113-09-7,56992
URIDINE_TRIACETATE,WELLSTAT_THERA,VISTOGARD,4105-38-8,16384
VALACICLOVIR,GLAXOSMITHKLINE,VALTREX,124832-26-4,4735
VALACICLOVIR,GLAXOSMITHKLINE,VALTREX,124832-27-5,4735
