molecule,crp,intprd,cas,matched_drugid,match_type_ncas,different_compounds
ERTUGLIFLOZIN#METFORMIN,MERCK_&_CO,SEGLUROMET,657-24-9,"6050, 27454, 29182, 48279, 49077, 49829, 54657, 55177, 56555, 56823, 59100, 59370, 64334, 67614, 68567, 68598, 74198, 82005, 84865, 93902",1,0
ERTUGLIFLOZIN#METFORMIN,MERCK_&_CO,SEGLUROMET,"1115-70-4, 657-24-9",6050,2,0
ERTUGLIFLOZIN#METFORMIN,MERCK_&_CO,SEGLUROMET,"1115-70-4, 657-24-9",49077,2,0
ERTUGLIFLOZIN#METFORMIN,MERCK_&_CO,SEGLUROMET,"1115-70-4, 657-24-9",49829,2,0
ERTUGLIFLOZIN#METFORMIN,MERCK_&_CO,SEGLUROMET,"1210344-57-2, 657-24-9",84865,2,1
ERTUGLIFLOZIN#SITAGLIPTIN,MERCK_&_CO,STEGLUJAN,1210344-57-2,"64552, 84865, 84869",1,0
ERTUGLIFLOZIN#SITAGLIPTIN,MERCK_&_CO,STEGLUJAN,486460-32-6,"44499, 54657, 62169, 84869",1,0
ERTUGLIFLOZIN#SITAGLIPTIN,MERCK_&_CO,STEGLUJAN,"1210344-57-2, 486460-32-6",84869,2,1
ESCITALOPRAM,ALLERGAN,LEXAPRO,128196-01-0,17518,1,0
ESKETAMINE,JOHNSON_&_JOHNSON,SPRAVATO,33643-46-8,89500,1,0
ESLICARBAZEPINE_ACETATE,SUMITOMO_DAINIPPON,APTIOM,236395-14-5,25898,1,0
ESOMEPRAZOLE,PFIZER,NEXIUM 24HR,119141-88-7,"16026, 55828, 64899",1,0
ESOMEPRAZOLE#NAPROXEN,HORIZON_PHARMA,VIMOVO,119141-88-7,"16026, 55828, 64899",1,0
ESOMEPRAZOLE#NAPROXEN,HORIZON_PHARMA,VIMOVO,22204-53-1,"12013, 17853, 31482, 55828",1,0
ESOMEPRAZOLE#NAPROXEN,HORIZON_PHARMA,VIMOVO,"119141-88-7, 22204-53-1",55828,2,1
ESTRADIOL,MYLAN,ELESTRIN,50-28-2,"3066, 4161, 9830, 10300, 10412, 11238, 11837, 11897, 12343, 13851, 17527, 22274, 22275, 44378, 45697, 46417, 47420, 49122, 79128, 80874, 85758, 85865",1,0
ESTRADIOL#LEVONORGESTREL,BAYER,CLIMARA PRO,50-28-2,"3066, 4161, 9830, 10300, 10412, 11238, 11837, 11897, 12343, 13851, 17527, 22274, 22275, 44378, 45697, 46417, 47420, 49122, 79128, 80874, 85758, 85865",1,0
ESTRADIOL#LEVONORGESTREL,BAYER,CLIMARA PRO,797-63-7,"12170, 14885, 14954, 22274, 37956, 37957, 46921, 53557, 55434, 63268, 82773, 109108",1,0
ESTRADIOL#LEVONORGESTREL,BAYER,CLIMARA PRO,"50-28-2, 797-63-7",22274,2,1
ESTRADIOL#MEDROXYPROGESTERONE,PFIZER,LUNELLE,50-28-2,"3066, 4161, 9830, 10300, 10412, 11238, 11837, 11897, 12343, 13851, 17527, 22274, 22275, 44378, 45697, 46417, 47420, 49122, 79128, 80874, 85758, 85865",1,0
ESTRADIOL#MEDROXYPROGESTERONE,PFIZER,LUNELLE,520-85-4,44404,1,0
ESTRADIOL#PROGESTERONE,THERAPEUTIC_MD,BIJUVA,50-28-2,"3066, 4161, 9830, 10300, 10412, 11238, 11837, 11897, 12343, 13851, 17527, 22274, 22275, 44378, 45697, 46417, 47420, 49122, 79128, 80874, 85758, 85865",1,0
ESTRADIOL#PROGESTERONE,THERAPEUTIC_MD,BIJUVA,57-83-0,"12360, 40649, 85865",1,0
ESTRADIOL#PROGESTERONE,THERAPEUTIC_MD,BIJUVA,"50-28-2, 57-83-0",85865,2,1
ESTROGENIC_SUBSTANCES-_CONJUGATED#MEDROXYPROGESTERONE,PFIZER,PREMPRO,520-85-4,44404,1,0
ESZOPICLONE,SUMITOMO_DAINIPPON,LUNESTA,138729-47-2,18873,1,0
ETELCALCETIDE,AMGEN,PARSABIV,1262780-97-1,64775,1,0
ETHINYLESTRADIOL#ETONOGESTREL,MERCK_&_CO,NUVARING,54048-10-1,"13600, 13615",1,0
ETHINYLESTRADIOL#ETONOGESTREL,MERCK_&_CO,NUVARING,57-63-6,"2963, 4582, 10301, 12168, 12170, 12171, 13599, 13615, 13648, 14954, 37956, 37957, 46282, 46921, 46926, 46935, 47516, 53557, 54904, 63014, 63268, 64446, 104110, 109108",1,0
ETHINYLESTRADIOL#ETONOGESTREL,MERCK_&_CO,NUVARING,"54048-10-1, 57-63-6",13615,2,1
ETHINYLESTRADIOL#IRON_FERROUS#LEVONORGESTREL,AVION_PHARMA,BALCOLTRA,57-63-6,"2963, 4582, 10301, 12168, 12170, 12171, 13599, 13615, 13648, 14954, 37956, 37957, 46282, 46921, 46926, 46935, 47516, 53557, 54904, 63014, 63268, 64446, 104110, 109108",1,0
ETHINYLESTRADIOL#IRON_FERROUS#LEVONORGESTREL,AVION_PHARMA,BALCOLTRA,797-63-7,"12170, 14885, 14954, 22274, 37956, 37957, 46921, 53557, 55434, 63268, 82773, 109108",1,0
ETHINYLESTRADIOL#IRON_FERROUS#LEVONORGESTREL,AVION_PHARMA,BALCOLTRA,"57-63-6, 797-63-7",12170,2,1
ETHINYLESTRADIOL#IRON_FERROUS#LEVONORGESTREL,AVION_PHARMA,BALCOLTRA,"57-63-6, 797-63-7",14954,2,1
ETHINYLESTRADIOL#IRON_FERROUS#LEVONORGESTREL,AVION_PHARMA,BALCOLTRA,"57-63-6, 797-63-7",37956,2,1
ETHINYLESTRADIOL#IRON_FERROUS#LEVONORGESTREL,AVION_PHARMA,BALCOLTRA,"57-63-6, 797-63-7",37957,2,1
ETHINYLESTRADIOL#IRON_FERROUS#LEVONORGESTREL,AVION_PHARMA,BALCOLTRA,"57-63-6, 797-63-7",46921,2,1
ETHINYLESTRADIOL#IRON_FERROUS#LEVONORGESTREL,AVION_PHARMA,BALCOLTRA,"57-63-6, 797-63-7",53557,2,1
ETHINYLESTRADIOL#IRON_FERROUS#LEVONORGESTREL,AVION_PHARMA,BALCOLTRA,"57-63-6, 797-63-7",63268,2,1
ETHINYLESTRADIOL#IRON_FERROUS#LEVONORGESTREL,AVION_PHARMA,BALCOLTRA,"57-63-6, 797-63-7",109108,2,1
ETHINYLESTRADIOL#IRON_FERROUS#NORETHISTERONE,TEVA,LOESTRIN FE 1/20-2,57-63-6,"2963, 4582, 10301, 12168, 12170, 12171, 13599, 13615, 13648, 14954, 37956, 37957, 46282, 46921, 46926, 46935, 47516, 53557, 54904, 63014, 63268, 64446, 104110, 109108",1,0
ETHINYLESTRADIOL#IRON_FERROUS#NORETHISTERONE,TEVA,LOESTRIN FE 1/20-2,68-22-4,"46282, 46926, 46935, 63014, 64446",1,0
ETHINYLESTRADIOL#IRON_FERROUS#NORETHISTERONE,TEVA,LOESTRIN FE 1/20-2,"57-63-6, 68-22-4",46282,2,1
ETHINYLESTRADIOL#IRON_FERROUS#NORETHISTERONE,TEVA,LOESTRIN FE 1/20-2,"57-63-6, 68-22-4",46926,2,1
ETHINYLESTRADIOL#IRON_FERROUS#NORETHISTERONE,TEVA,LOESTRIN FE 1/20-2,"57-63-6, 68-22-4",46935,2,1
ETHINYLESTRADIOL#IRON_FERROUS#NORETHISTERONE,TEVA,LOESTRIN FE 1/20-2,"57-63-6, 68-22-4",63014,2,1
ETHINYLESTRADIOL#IRON_FERROUS#NORETHISTERONE,TEVA,LOESTRIN FE 1/20-2,"57-63-6, 68-22-4",64446,2,1
ETHINYLESTRADIOL#LEVONORGESTREL,TEVA,QUARTETTE,57-63-6,"2963, 4582, 10301, 12168, 12170, 12171, 13599, 13615, 13648, 14954, 37956, 37957, 46282, 46921, 46926, 46935, 47516, 53557, 54904, 63014, 63268, 64446, 104110, 109108",1,0
ETHINYLESTRADIOL#LEVONORGESTREL,TEVA,QUARTETTE,797-63-7,"12170, 14885, 14954, 22274, 37956, 37957, 46921, 53557, 55434, 63268, 82773, 109108",1,0
ETHINYLESTRADIOL#LEVONORGESTREL,TEVA,QUARTETTE,"57-63-6, 797-63-7",12170,2,1
ETHINYLESTRADIOL#LEVONORGESTREL,TEVA,QUARTETTE,"57-63-6, 797-63-7",14954,2,1
ETHINYLESTRADIOL#LEVONORGESTREL,TEVA,QUARTETTE,"57-63-6, 797-63-7",37956,2,1
ETHINYLESTRADIOL#LEVONORGESTREL,TEVA,QUARTETTE,"57-63-6, 797-63-7",37957,2,1
ETHINYLESTRADIOL#LEVONORGESTREL,TEVA,QUARTETTE,"57-63-6, 797-63-7",46921,2,1
ETHINYLESTRADIOL#LEVONORGESTREL,TEVA,QUARTETTE,"57-63-6, 797-63-7",53557,2,1
ETHINYLESTRADIOL#LEVONORGESTREL,TEVA,QUARTETTE,"57-63-6, 797-63-7",63268,2,1
ETHINYLESTRADIOL#LEVONORGESTREL,TEVA,QUARTETTE,"57-63-6, 797-63-7",109108,2,1
ETHINYLESTRADIOL#NORGESTIMATE,JOHNSON_&_JOHNSON,ORTHO-TRI-CYCLEN,35189-28-7,12171,1,0
ETHINYLESTRADIOL#NORGESTIMATE,JOHNSON_&_JOHNSON,ORTHO-TRI-CYCLEN,57-63-6,"2963, 4582, 10301, 12168, 12170, 12171, 13599, 13615, 13648, 14954, 37956, 37957, 46282, 46921, 46926, 46935, 47516, 53557, 54904, 63014, 63268, 64446, 104110, 109108",1,0
ETHINYLESTRADIOL#NORGESTIMATE,JOHNSON_&_JOHNSON,ORTHO-TRI-CYCLEN,"35189-28-7, 57-63-6",12171,2,1
ETIDRONIC_ACID,ALLERGAN,DIDRONEL,2809-21-4,3071,1,0
ETIDRONIC_ACID,ALLERGAN,DIDRONEL,7414-83-7,3071,1,0
ETIDRONIC_ACID,ALLERGAN,DIDRONEL,"2809-21-4, 7414-83-7",3071,2,0
ETODOLAC,PFIZER,LODINE,41340-25-4,5290,1,0
ETONOGESTREL,MERCK_&_CO,IMPLANON,54048-10-1,"13600, 13615",1,0
ETOPOSIDE_PHOSPHATE,BRISTOL-MYERS_SQB.,ETOPOPHOS,117091-64-2,3072,1,0
ETRAVIRINE,JOHNSON_&_JOHNSON,INTELENCE,269055-15-4,30682,1,0
EVEROLIMUS,NOVARTIS,CERTICAN,159351-69-6,13340,1,0
EXEMESTANE,PFIZER,AROMASIN,107868-30-4,3081,1,0
EXENATIDE,ASTRAZENECA,BYDUREON,141758-74-9,"13572, 15534, 71833",1,0
EZETIMIBE,MERCK_&_CO,ZETIA,163222-33-1,"11367, 34501, 57054",1,0
EZETIMIBE#SIMVASTATIN,MERCK_&_CO,VYTORIN,163222-33-1,"11367, 34501, 57054",1,0
EZETIMIBE#SIMVASTATIN,MERCK_&_CO,VYTORIN,79902-63-9,"34501, 51039, 62169, 64893",1,0
EZETIMIBE#SIMVASTATIN,MERCK_&_CO,VYTORIN,"163222-33-1, 79902-63-9",34501,2,1
FAMCICLOVIR,NOVARTIS,FAMVIR,104227-87-4,3098,1,0
FAMOTIDINE,JOHNSON_&_JOHNSON,PEPCID,76824-35-6,"13016, 56576",1,0
FAMOTIDINE#IBUPROFEN,HORIZON_PHARMA,DUEXIS,15687-27-1,"10490, 16896, 56576, 57598",1,0
FAMOTIDINE#IBUPROFEN,HORIZON_PHARMA,DUEXIS,76824-35-6,"13016, 56576",1,0
FAMOTIDINE#IBUPROFEN,HORIZON_PHARMA,DUEXIS,"15687-27-1, 76824-35-6",56576,2,1
FAMPRIDINE,ACORDA_THERAPEUTIC,AMPYRA,504-24-5,9811,1,0
FEBUXOSTAT,TAKEDA,ULORIC,144060-53-7,9605,1,0
FELBAMATE,MYLAN,FELBATOL,25451-15-4,3117,1,0
FELODIPINE,ASTRAZENECA,PLENDIL,72509-76-3,44290,1,0
FENOFIBRATE,ABBVIE,TRICOR,49562-28-9,"16986, 52636, 53837",1,0
FENOFIBRIC_ACID,ARALEZ_PHARMACEUTI,FIBRICOR,42017-89-0,"55355, 80639",1,0
FENOLDOPAM,PFIZER,CORLOPAM,67227-56-9,3119,1,0
FENOLDOPAM,PFIZER,CORLOPAM,67227-57-0,3119,1,0
FENOLDOPAM,PFIZER,CORLOPAM,"67227-56-9, 67227-57-0",3119,2,0
FESOTERODINE,PFIZER,TOVIAZ,286930-02-7,17847,1,0
FESOTERODINE,PFIZER,TOVIAZ,286930-03-8,17847,1,0
FESOTERODINE,PFIZER,TOVIAZ,"286930-02-7, 286930-03-8",17847,2,0
FEXOFENADINE,SANOFI,TELFAST,83799-24-0,"8860, 48398",1,0
FEXOFENADINE#PSEUDOEPHEDRINE,SANOFI,ALLEGRA-D,83799-24-0,"8860, 48398",1,0
FEXOFENADINE#PSEUDOEPHEDRINE,SANOFI,ALLEGRA-D,90-82-4,"13110, 48398, 91390, 91396",1,0
FEXOFENADINE#PSEUDOEPHEDRINE,SANOFI,ALLEGRA-D,"83799-24-0, 90-82-4",48398,2,1
FIDAXOMICIN,MERCK_&_CO,DIFICID,873857-62-6,42147,1,0
FINASTERIDE,MERCK_&_CO,PROPECIA,98319-26-7,"3131, 66494, 103455",1,0
FINGOLIMOD,NOVARTIS,GILENYA,162359-55-9,10154,1,0
FLIBANSERIN,BAUSCH_HEALTH,ADDYI,167933-07-5,8549,1,0
FLUCONAZOLE,PFIZER,DIFLUCAN,86386-73-4,44292,1,0
FLUDARABINE,SANOFI,FLUDARA,21679-14-1,6156,1,0
FLUOXETINE,LILLY,PROZAC,54910-89-3,"17558, 39769, 69817",1,0
FLUOXETINE#OLANZAPINE,LILLY,SYMBYAX,132539-06-1,"3738, 39769, 61411",1,0
FLUOXETINE#OLANZAPINE,LILLY,SYMBYAX,54910-89-3,"17558, 39769, 69817",1,0
FLUOXETINE#OLANZAPINE,LILLY,SYMBYAX,"132539-06-1, 54910-89-3",39769,2,1
FLUTICASONE,GLAXOSMITHKLINE,FLIXOTIDE,90566-53-3,"3159, 42259, 53774, 60104, 87312",1,0
FLUTICASONE#SALMETEROL,GLAXOSMITHKLINE,SERETIDE,89365-50-4,"14336, 44312, 95991",1,0
FLUTICASONE#SALMETEROL,GLAXOSMITHKLINE,SERETIDE,90566-53-3,"3159, 42259, 53774, 60104, 87312",1,0
FLUTICASONE_FUROATE,GLAXOSMITHKLINE,FLIXONASE,397864-44-7,"42259, 57097, 59060, 85008",1,0
FLUTICASONE_FUROATE#UMECLIDINIUM_BROMIDE#VILANTEROL,GLAXOSMITHKLINE,TRELEGY ELLIPTA,397864-44-7,"42259, 57097, 59060, 85008",1,0
FLUTICASONE_FUROATE#UMECLIDINIUM_BROMIDE#VILANTEROL,GLAXOSMITHKLINE,TRELEGY ELLIPTA,503068-34-6,"59060, 65876, 85008",1,0
FLUTICASONE_FUROATE#UMECLIDINIUM_BROMIDE#VILANTEROL,GLAXOSMITHKLINE,TRELEGY ELLIPTA,869113-09-7,56992,1,0
FLUTICASONE_FUROATE#UMECLIDINIUM_BROMIDE#VILANTEROL,GLAXOSMITHKLINE,TRELEGY ELLIPTA,"397864-44-7, 503068-34-6",59060,2,1
FLUTICASONE_FUROATE#UMECLIDINIUM_BROMIDE#VILANTEROL,GLAXOSMITHKLINE,TRELEGY ELLIPTA,"397864-44-7, 503068-34-6",85008,2,1
FLUVASTATIN,NOVARTIS,LESCOL,93957-54-1,"3160, 91576",1,0
FLUVASTATIN,NOVARTIS,LESCOL,93957-55-2,"3160, 91576",1,0
FLUVASTATIN,NOVARTIS,LESCOL,"93957-54-1, 93957-55-2",3160,2,0
FLUVASTATIN,NOVARTIS,LESCOL,"93957-54-1, 93957-55-2",91576,2,0
FLUVOXAMINE,JAZZ_PHARMA,LUVOX,54739-18-3,"11629, 57689",1,0
FOMEPIZOLE,JAZZ_PHARMA,ANTIZOL,7554-65-6,12990,1,0
FONDAPARINUX_SODIUM,MYLAN,ARIXTRA,114870-03-0,4476,1,0
FORMOTEROL,MYLAN,PERFOROMIST,73573-87-2,"6140, 30712, 55921, 57366, 60482, 63702",1,0
FORMOTEROL#GLYCOPYRRONIUM,ASTRAZENECA,BEVESPI AEROSPHERE,596-51-0,"34139, 41417, 65415",1,0
FORMOTEROL#GLYCOPYRRONIUM,ASTRAZENECA,BEVESPI AEROSPHERE,73573-87-2,"6140, 30712, 55921, 57366, 60482, 63702",1,0
FORMOTEROL#GLYCOPYRRONIUM,ASTRAZENECA,BEVESPI AEROSPHERE,740028-90-4,"34139, 41417, 53427, 63702, 65415",1,0
FORMOTEROL#GLYCOPYRRONIUM,ASTRAZENECA,BEVESPI AEROSPHERE,"596-51-0, 740028-90-4",34139,2,0
FORMOTEROL#GLYCOPYRRONIUM,ASTRAZENECA,BEVESPI AEROSPHERE,"596-51-0, 740028-90-4",41417,2,0
FORMOTEROL#GLYCOPYRRONIUM,ASTRAZENECA,BEVESPI AEROSPHERE,"73573-87-2, 740028-90-4",63702,2,1
FORMOTEROL#GLYCOPYRRONIUM,ASTRAZENECA,BEVESPI AEROSPHERE,"596-51-0, 740028-90-4",65415,2,0
FORMOTEROL#MOMETASONE,MERCK_&_CO,DULERA,105102-22-5,"13594, 55921, 61413",1,0
FORMOTEROL#MOMETASONE,MERCK_&_CO,DULERA,73573-87-2,"6140, 30712, 55921, 57366, 60482, 63702",1,0
FORMOTEROL#MOMETASONE,MERCK_&_CO,DULERA,"105102-22-5, 73573-87-2",55921,2,1
FOSAMPRENAVIR,GLAXOSMITHKLINE,LEXIVA,226700-79-4,24471,1,0
FOSINOPRIL,BRISTOL-MYERS_SQB.,MONOPRIL,98048-97-6,"3166, 70342",1,0
FOSINOPRIL#HYDROCHLOROTHIAZIDE,BRISTOL-MYERS_SQB.,ELIDIUR,58-93-5,"3517, 16073, 24189, 46939, 47877, 52092, 54363, 59553, 61908, 69924, 70332, 70334, 70337, 70338, 70340, 70341, 70342, 70525, 80291",1,0
FOSINOPRIL#HYDROCHLOROTHIAZIDE,BRISTOL-MYERS_SQB.,ELIDIUR,98048-97-6,"3166, 70342",1,0
FOSINOPRIL#HYDROCHLOROTHIAZIDE,BRISTOL-MYERS_SQB.,ELIDIUR,"58-93-5, 98048-97-6",70342,2,1
FOSPHENYTOIN,PFIZER,CEREBYX,93390-81-9,3167,1,0
FOSPROPOFOL,EISAI,LUSEDRA,258516-87-9,51336,1,0
FOSPROPOFOL,EISAI,LUSEDRA,258516-89-1,51336,1,0
FOSPROPOFOL,EISAI,LUSEDRA,"258516-87-9, 258516-89-1",51336,2,0
FOSTAMATINIB,RIGEL_PHARM,TAVALISSE,901119-35-5,44157,1,0
FROVATRIPTAN,ENDO_INTERNATIONAL,FROVA,158747-02-5,9022,1,0
FULVESTRANT,ASTRAZENECA,FASLODEX,129453-61-8,3313,1,0
FUROSEMIDE,VALIDUS_PHARM,LASIX,54-31-9,44598,1,0
GABAPENTIN,ASSERTIO,GRALISE,60142-96-3,"3188, 46863",1,0
GALANTAMINE,JOHNSON_&_JOHNSON,REMINYL,357-70-0,"9409, 49657",1,0
GANCICLOVIR,ROCHE,CYMEVENE,82410-32-0,"3195, 10515, 56647",1,0
GATIFLOXACIN,ALLERGAN,ZYMAR,112811-59-3,"7017, 55814",1,0
GEFITINIB,ASTRAZENECA,IRESSA,184475-35-2,11603,1,0
GEMCITABINE,LILLY,GEMZAR,95058-81-4,"3199, 98070",1,0
GEMFIBROZIL,PFIZER,LOPID,25812-30-0,12922,1,0
GEMIFLOXACIN,VANSEN_PHARMA,FACTIVE,175463-14-6,11084,1,0
GEMTUZUMAB_OZOGAMICIN,PFIZER,MYLOTARG,220578-59-6,5202,1,0
GILTERITINIB,ASTELLAS_PHARMA,XOSPATA,1254053-43-4,86751,1,0
GLASDEGIB,PFIZER,DAURISMO,1095173-27-5,64205,1,0
GLATIRAMER_ACETATE,TEVA,COPAXONE,147245-92-9,8710,1,0
GLECAPREVIR#PIBRENTASVIR,ABBVIE,MAVIRET,1353900-92-1,101531,1,0
GLECAPREVIR#PIBRENTASVIR,ABBVIE,MAVIRET,1365970-03-1,101531,1,0
GLECAPREVIR#PIBRENTASVIR,ABBVIE,MAVIRET,"1353900-92-1, 1365970-03-1",101531,2,1
GLIMEPIRIDE,SANOFI,AMARYL,93479-97-1,"8832, 48179, 53522",1,0
GLIMEPIRIDE#PIOGLITAZONE,TAKEDA,DUETACT,111025-46-8,"4126, 48279, 53522, 55177, 59795",1,0
GLIMEPIRIDE#PIOGLITAZONE,TAKEDA,DUETACT,112529-15-4,4126,1,0
GLIMEPIRIDE#PIOGLITAZONE,TAKEDA,DUETACT,93479-97-1,"8832, 48179, 53522",1,0
GLIMEPIRIDE#PIOGLITAZONE,TAKEDA,DUETACT,"111025-46-8, 112529-15-4",4126,2,0
GLIMEPIRIDE#PIOGLITAZONE,TAKEDA,DUETACT,"111025-46-8, 93479-97-1",53522,2,1
GLIMEPIRIDE#ROSIGLITAZONE,GLAXOSMITHKLINE,AVANDARYL,122320-73-4,"8976, 48179, 56823",1,0
GLIMEPIRIDE#ROSIGLITAZONE,GLAXOSMITHKLINE,AVANDARYL,93479-97-1,"8832, 48179, 53522",1,0
GLIMEPIRIDE#ROSIGLITAZONE,GLAXOSMITHKLINE,AVANDARYL,"122320-73-4, 93479-97-1",48179,2,1
GLIPIZIDE,PFIZER,GLUCOTROL XL,29094-61-9,3207,1,0
GLIPIZIDE#METFORMIN,BRISTOL-MYERS_SQB.,METAGLIP,1115-70-4,"6050, 49077, 49829",1,0
GLIPIZIDE#METFORMIN,BRISTOL-MYERS_SQB.,METAGLIP,29094-61-9,3207,1,0
GLIPIZIDE#METFORMIN,BRISTOL-MYERS_SQB.,METAGLIP,657-24-9,"6050, 27454, 29182, 48279, 49077, 49829, 54657, 55177, 56555, 56823, 59100, 59370, 64334, 67614, 68567, 68598, 74198, 82005, 84865, 93902",1,0
GLIPIZIDE#METFORMIN,BRISTOL-MYERS_SQB.,METAGLIP,"1115-70-4, 657-24-9",6050,2,0
GLIPIZIDE#METFORMIN,BRISTOL-MYERS_SQB.,METAGLIP,"1115-70-4, 657-24-9",49077,2,0
GLIPIZIDE#METFORMIN,BRISTOL-MYERS_SQB.,METAGLIP,"1115-70-4, 657-24-9",49829,2,0
GLYCEROL_PHENYLBUTYRATE,HORIZON_PHARMA,RAVICTI,611168-24-2,57961,1,0
GLYCOPYRRONIUM,SUMITOMO_DAINIPPON,LONHALA MAGNAIR,596-51-0,"34139, 41417, 65415",1,0
GLYCOPYRRONIUM,SUMITOMO_DAINIPPON,LONHALA MAGNAIR,740028-90-4,"34139, 41417, 53427, 63702, 65415",1,0
GLYCOPYRRONIUM,SUMITOMO_DAINIPPON,LONHALA MAGNAIR,"596-51-0, 740028-90-4",34139,2,0
GLYCOPYRRONIUM,SUMITOMO_DAINIPPON,LONHALA MAGNAIR,"596-51-0, 740028-90-4",41417,2,0
GLYCOPYRRONIUM,SUMITOMO_DAINIPPON,LONHALA MAGNAIR,"596-51-0, 740028-90-4",65415,2,0
GOLIMUMAB,JOHNSON_&_JOHNSON,SIMPONI,476181-74-5,"42857, 102824",1,0
GOSERELIN,TERSERA_THERAPEUT,ZOLADEX,65807-02-5,7286,1,0
GRANISETRON,KYOWA_HAKKO_KIRIN,SANCUSO,109889-09-0,"3241, 49659, 50837",1,0
GREPAFLOXACIN,GLAXOSMITHKLINE,RAXAR,119914-60-2,5620,1,0
GUANFACINE,TAKEDA,INTUNIV,29110-47-2,24509,1,0
HISTRELIN,ENDO_INTERNATIONAL,VANTAS,76712-82-8,"3286, 21934",1,0
HYALURONIC_ACID,JOHNSON_&_JOHNSON,HEALON,9004-61-9,"3302, 6807, 7103, 13469, 105492",1,0
HYDRALAZINE#ISOSORBIDE_DINITRATE,ARBOR_PHARM,BIDIL,86-54-4,13008,1,0
HYDRALAZINE#ISOSORBIDE_DINITRATE,ARBOR_PHARM,BIDIL,87-33-2,"13008, 49719",1,0
HYDRALAZINE#ISOSORBIDE_DINITRATE,ARBOR_PHARM,BIDIL,"86-54-4, 87-33-2",13008,2,1
HYDROCHLOROTHIAZIDE#IRBESARTAN,SANOFI,COAPROVEL,138402-11-6,"4469, 24189",1,0
HYDROCHLOROTHIAZIDE#IRBESARTAN,SANOFI,COAPROVEL,58-93-5,"3517, 16073, 24189, 46939, 47877, 52092, 54363, 59553, 61908, 69924, 70332, 70334, 70337, 70338, 70340, 70341, 70342, 70525, 80291",1,0
HYDROCHLOROTHIAZIDE#IRBESARTAN,SANOFI,COAPROVEL,"138402-11-6, 58-93-5",24189,2,1
HYDROCHLOROTHIAZIDE#LISINOPRIL,ALVOGEN,ZESTORETIC,58-93-5,"3517, 16073, 24189, 46939, 47877, 52092, 54363, 59553, 61908, 69924, 70332, 70334, 70337, 70338, 70340, 70341, 70342, 70525, 80291",1,0
HYDROCHLOROTHIAZIDE#LISINOPRIL,ALVOGEN,ZESTORETIC,76547-98-3,"44601, 69924, 99504",1,0
HYDROCHLOROTHIAZIDE#LISINOPRIL,ALVOGEN,ZESTORETIC,"58-93-5, 76547-98-3",69924,2,1
HYDROCHLOROTHIAZIDE#LOSARTAN,MERCK_&_CO,HYZAAR,114798-26-4,"3517, 70334",1,0
HYDROCHLOROTHIAZIDE#LOSARTAN,MERCK_&_CO,HYZAAR,58-93-5,"3517, 16073, 24189, 46939, 47877, 52092, 54363, 59553, 61908, 69924, 70332, 70334, 70337, 70338, 70340, 70341, 70342, 70525, 80291",1,0
HYDROCHLOROTHIAZIDE#LOSARTAN,MERCK_&_CO,HYZAAR,"114798-26-4, 58-93-5",3517,2,1
HYDROCHLOROTHIAZIDE#LOSARTAN,MERCK_&_CO,HYZAAR,"114798-26-4, 58-93-5",70334,2,1
HYDROCHLOROTHIAZIDE#OLMESARTAN_MEDOXOMIL,DAIICHI_SANKYO,BENICAR HCT,144689-63-4,8946,1,0
HYDROCHLOROTHIAZIDE#OLMESARTAN_MEDOXOMIL,DAIICHI_SANKYO,BENICAR HCT,58-93-5,"3517, 16073, 24189, 46939, 47877, 52092, 54363, 59553, 61908, 69924, 70332, 70334, 70337, 70338, 70340, 70341, 70342, 70525, 80291",1,0
HYDROCHLOROTHIAZIDE#TELMISARTAN,BOEHRINGER_INGEL,MICARDIS HCT,144701-48-4,"5051, 61090, 70337",1,0
HYDROCHLOROTHIAZIDE#TELMISARTAN,BOEHRINGER_INGEL,MICARDIS HCT,58-93-5,"3517, 16073, 24189, 46939, 47877, 52092, 54363, 59553, 61908, 69924, 70332, 70334, 70337, 70338, 70340, 70341, 70342, 70525, 80291",1,0
HYDROCHLOROTHIAZIDE#TELMISARTAN,BOEHRINGER_INGEL,MICARDIS HCT,"144701-48-4, 58-93-5",70337,2,1
HYDROCHLOROTHIAZIDE#VALSARTAN,NOVARTIS,CO-DIOVAN,137862-53-4,"2773, 16073, 54288, 54291, 58782, 70525, 75647, 99721",1,0
HYDROCHLOROTHIAZIDE#VALSARTAN,NOVARTIS,CO-DIOVAN,58-93-5,"3517, 16073, 24189, 46939, 47877, 52092, 54363, 59553, 61908, 69924, 70332, 70334, 70337, 70338, 70340, 70341, 70342, 70525, 80291",1,0
HYDROCHLOROTHIAZIDE#VALSARTAN,NOVARTIS,CO-DIOVAN,"137862-53-4, 58-93-5",16073,2,1
HYDROCHLOROTHIAZIDE#VALSARTAN,NOVARTIS,CO-DIOVAN,"137862-53-4, 58-93-5",70525,2,1
HYDROCODONE#IBUPROFEN,ABBVIE,VICOPROFEN,125-29-1,"16896, 59692, 66538, 69798, 83624, 91390, 91396",1,0
HYDROCODONE#IBUPROFEN,ABBVIE,VICOPROFEN,15687-27-1,"10490, 16896, 56576, 57598",1,0
HYDROCODONE#IBUPROFEN,ABBVIE,VICOPROFEN,"125-29-1, 15687-27-1",16896,2,1
HYDROXYCARBAMIDE,BRISTOL-MYERS_SQB.,HYDREA,127-07-1,"8888, 62425",1,0
