,CAS,URL,Highest Development Event Status and Year,Highest Development Event Source ID,Highest Development Event Source URL,Earliest Approved Event Status and Year,Earliest Approved Event Source ID,Earliest Approved Event Source URL,conditions,phases
654,106266-06-2,https://drugs.ncats.io/drug/L6UH7ZF8HC,US Approved Rx 2009,ANDA077719,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077719,US Approved Rx 1993,NDA020272,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020272,Schizophrenia; Irritability associated with autistic disorder; Acute manic or mixed episodes associated with Bipolar I disorder,Approved; Approved; Approved
655,26652-09-5,https://drugs.ncats.io/drug/I0Q6O6740J,US Previously Marketed 1991,RITODRINE HYDROCHLORIDE by HOSPIRA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=071619,US Previously Marketed 1980,Ritodrine by Duphar,OB NME Appendix 1950-1985,Preterm labor,Approved
656,155213-67-5,https://drugs.ncats.io/drug/O3J8G9O825,US Approved Rx 2016,ANDA207407,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207407,US Previously Marketed 1996,NORVIR by ABBOTT,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020680,HIV-1 infection,Approved
657,174722-31-7,https://drugs.ncats.io/drug/4F4X42SYQ6,US Approved Rx 2017,BLA761064,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761064,US Approved Rx 1997,BLA103705,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103705,,
658,366789-02-8,https://drugs.ncats.io/drug/9NDF7JZ4M3,US Approved Rx 2011,NDA202439,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202439,US Approved Rx 2011,NDA202439,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202439,Pulmonary embolism,Approved
659,123441-03-2,https://drugs.ncats.io/drug/PKI06M3IW0,US Approved Rx 2012,ANDA091689,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091689,US Previously Marketed 2000,EXELON by NOVARTIS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020823,Mild to moderate dementia associated with Parkinson’s disease; Alzheimer’s disease; Mild to moderate dementia of the Alzheimer’s type,Approved; Phase IV; Approved
660,144034-80-0,https://drugs.ncats.io/drug/51086HBW8G,US Approved Rx 2013,ANDA201914,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201914,US Approved Rx 1998,NDA020864,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020864,Migraine with aura; Migraine with aura,Approved; Approved
661,119302-91-9,https://drugs.ncats.io/drug/I65MW4OFHZ,US Approved Rx 2008,ANDA079195,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=079195,US Previously Marketed 1994,ZEMURON by ORGANON USA INC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020214,Pain,Approved
662,162011-90-7,https://drugs.ncats.io/drug/0QTW8Z7MCR,US Previously Marketed 1999,VIOXX by MERCK,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021052,US Previously Marketed 1999,VIOXX by MERCK,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021052,Hemophilic Arthropathy; Rheumatoid arthritis; Migraine; Osteoarthritis; Acute pain; Primary dysmenorrhea,Phase II; Withdrawn; Withdrawn; Withdrawn; Withdrawn; Withdrawn
663,162401-32-3,https://drugs.ncats.io/drug/0P6C6ZOP5U,US Approved Rx 2020,ANDA208247,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208247,US Approved Rx 2011,NDA022522,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022522,Chronic obstructive pulmonary disease,Approved
664,552292-08-7,https://drugs.ncats.io/drug/NLE429IZUC,US Approved Rx 2015,NDA206500,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206500,US Approved Rx 2015,NDA206500,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206500,Delayed nausea and vomiting associated with initial and repeat courses of emetogenic cancer chemotherapy,Approved
665,128517-07-7,https://drugs.ncats.io/drug/CX3T89XQBK,US Approved Rx 2021,ANDA206254,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206254,US Approved Rx 2009,NDA022393,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022393,,
666,267639-76-9,https://drugs.ncats.io/drug/GN5XU2DXKV,US Approved Rx 2008,BLA125268,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125268,US Approved Rx 2008,BLA125268,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125268,,
667,91374-21-9,https://drugs.ncats.io/drug/030PYR8953,US Approved Rx 2012,ANDA091395,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091395,US Previously Marketed 1997,REQUIP by GLAXOSMITHKLINE LLC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020658,Restless legs syndrome; Sexual dysfunction; Parkinson's disease,Approved; Phase IV; Approved
668,84057-95-4,https://drugs.ncats.io/drug/7IO5LYA57N,US Approved Rx 2014,ANDA078601,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078601,US Approved Rx 1996,NDA020533,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020533,Pain,Approved
669,632-99-5,https://drugs.ncats.io/drug/8UUC89LHB2,US Previously Marketed ,21 CFR 310.545(a)(22)(ii) antifungal:diaper rash basic fuchsin,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml,Possibly Marketed Outside US 1972,21 CFR 333A,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3aa69d68-7a22-4a55-9682-ecc14540984a,Skin infections; Unknown,Approved
670,84696-47-9,https://drugs.ncats.io/drug/1871c73f,,,,,,,,
671,11121-48-5,https://drugs.ncats.io/drug/BIU7Q7W2SH,Clinical 2015,NCT02322086: Phase 2 Interventional Completed Psoriasis,https://clinicaltrials.gov/ct2/show/NCT02322086,,,,Unknown,
672,122320-73-4,https://drugs.ncats.io/drug/05V02F2KDG,US Previously Marketed 2007,ROSIGLITAZONE by WATSON LABS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078023,US Previously Marketed 1999,AVANDIA by WOODWARD,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021071,Type 2 diabetes mellitus,Approved
673,3650-09-7,https://drugs.ncats.io/drug/LI791SXT24,,,,,,,Ultraviolet-induced erythema,Not Provided
674,287714-41-4,https://drugs.ncats.io/drug/413KH5ZJ73,US Approved Rx 2016,ANDA079169,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=079169,US Approved Rx 2003,NDA021366,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021366,Dyslipidemia; Hypertriglyceridemia; Dysbetalipoproteinemia; Hypercholesterolemia; Atherosclerosis,Approved; Approved; Approved; Approved; Approved
675,99755-59-6,https://drugs.ncats.io/drug/87T4T8BO2E,US Approved Rx 2007,NDA021829,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021829,US Approved Rx 2007,NDA021829,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021829,Restless legs syndrome; Parkinson's disease,Approved; Approved
676,8031-67-2,https://drugs.ncats.io/drug/L497I37F0C,Possibly Marketed Outside US ,Yellow Toner by Iruri Nature Handmade Soap & Cosmetic Inc,https://www.drugbank.ca/drugs/DB14250,Possibly Marketed Outside US 2017,Yellow Toner by Iruri Nature Handmade Soap & Cosmetic Inc,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=551513bc-e3dc-618c-e054-00144ff88e88,,
677,283173-50-2,https://drugs.ncats.io/drug/8237F3U7EH,US Approved Rx 2016,NDA209115,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209115,US Approved Rx 2016,NDA209115,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209115,Castrate-resistant prostate cancer; Breast cancer; Ovarian cancer; Melanoma,Phase III; Phase II; Approved; Phase II
678,106308-44-5,https://drugs.ncats.io/drug/WFW942PR79,US Approved Rx 2016,ANDA204988,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204988,US Approved Rx 2008,NDA021911,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021911,Lennox-Gastaut syndrome,Approved
679,1417412-83-9,https://drugs.ncats.io/drug/5X3GF74R79,Possibly Marketed Outside US 2021,NCT04690322: Phase 4 Interventional Recruiting Hemophilia A,https://clinicaltrials.gov/ct2/show/NCT04690322,,,,,
680,153-18-4,https://drugs.ncats.io/drug/5G06TVY3R7,US Previously Marketed 1921,rutin,https://catalog.hathitrust.org/Record/100163146,US Previously Marketed 1921,rutin,https://catalog.hathitrust.org/Record/100163146,Osteoarthritis; Open-angle glaucoma; Postmastectomy lymphoedema of the arm,Approved; Phase II; Approved
681,941678-49-5,https://drugs.ncats.io/drug/82S8X8XX8H,US Approved Rx 2011,NDA202192,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202192,US Approved Rx 2011,NDA202192,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202192,Primary myelofibrosis; Polycythemia vera,Approved; Approved
682,81-07-2,https://drugs.ncats.io/drug/FST467XS7D,US Previously Marketed 1921,Benzosulphinide U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,US Previously Marketed 1921,Benzosulphinide U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,Unknown,
683,554-62-1,https://drugs.ncats.io/drug/GIN46U9Q2Q,Possibly Marketed Outside US ,"P1P AC Repair Ampoule by Phytos Co., Ltd.",https://www.drugbank.ca/drugs/DB14119,Possibly Marketed Outside US 2002,M020,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4bfbfac7-6738-4996-a152-95dfbd759154,Metabolic syndrome; Acne vulgaris; Hyperpigmentation; Skin Care,Phase II; Phase II; Basic research; Approved
684,85897-35-4,https://drugs.ncats.io/drug/8A7F670F2Y,US Approved Rx 1998,BLA020772,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020772,US Approved Rx 1998,BLA020772,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020772,,
685,149709-62-6,https://drugs.ncats.io/drug/17ERJ0MKGI,US Approved Rx 2015,NDA207620,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207620,US Approved Rx 2015,NDA207620,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207620,Chronic heart failure,Approved
686,111-01-3,https://drugs.ncats.io/drug/GW89575KF9,,,,,,,Sunburn,Approved
687,111-02-4,https://drugs.ncats.io/drug/7QWM220FJH,Possibly Marketed Outside US 2015,BLA125510,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=05be1932-bb7a-4e3a-9200-4ccdc5565edc,Possibly Marketed Outside US 2002,21 CFR 352,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=172ce1b6-4f93-4f2e-95f7-7315a5f2b6fd,Hypercholesterolemia; Obesity; Cancer; Hypertension,Phase I; Preclinical; Preclinical; Preclinical
688,2892-62-8,https://drugs.ncats.io/drug/4RTO57VG65,US Previously Marketed 2019,squaric acid dibutyl ester,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-216/subpart-B/section-216.23,US Previously Marketed 2019,squaric acid dibutyl ester,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-216/subpart-B/section-216.23,,
689,302-96-5,https://drugs.ncats.io/drug/4R1VB9P8V3,US Previously Marketed 1962,WINSTROL by LUNDBECK INC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012885,US Previously Marketed 1962,WINSTROL by LUNDBECK INC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012885,Angioedema,Approved
690,9005-25-8,https://drugs.ncats.io/drug/0d382dd7,,,,,,,,
691,3056-17-5,https://drugs.ncats.io/drug/BO9LE4QFZF,US Previously Marketed 2007,LAMIVUDINE; STAVUDINE by MATRIX LABS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022085,US Previously Marketed 1994,ZERIT by BRISTOL,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020412,HIV-1 infection,Approved
692,57-11-4,https://drugs.ncats.io/drug/4ELV7Z65AP,US Previously Marketed 1921,Stearic Acid U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,US Previously Marketed 1921,Stearic Acid U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,Sunburn; Skin Diseases; Type 2 diabetes mellitus; Diabetic foot; Dyslipidemia,Approved; Approved; Phase I; Phase I; Phase I
693,123-94-4,https://drugs.ncats.io/drug/258491E1RZ,US Previously Marketed ,"21 CFR 310.545(a)(18)(i)(B) skin protectant:w/ sales less than $25,000 glyceryl stearate",https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml,Possibly Marketed Outside US 1971,ANDA090256,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9ff7fa78-0fca-976f-e053-2995a90a4641,Dry Skin,Approved
694,9000-36-6,https://drugs.ncats.io/drug/73W9IQY50Q,US Approved Allergenic Extract 1965,BLA103753,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=721936bc-3d1f-4be5-bb4a-9c87898aff37,US Approved Allergenic Extract 1965,BLA103753,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=721936bc-3d1f-4be5-bb4a-9c87898aff37,,
695,58543-16-1,https://drugs.ncats.io/drug/B3FUD0528F,Possibly Marketed Outside US 2018,21 CFR 334,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0effa2f8-b1ee-4963-a2aa-20832703fc4e,Possibly Marketed Outside US 2015,21 CFR 341,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6d82469b-d51c-4824-9830-6c1874ad4fe4,,
696,57817-89-7,https://drugs.ncats.io/drug/0YON5MXJ9P,Possibly Marketed Outside US 2016,21 CFR 352,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2fd24cc7-5007-1117-e054-00144ff88e88,Possibly Marketed Outside US 2013,21 CFR 355,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d6adca01-eb68-46e3-b988-654baf046a6e,Cancer; Hypertension; Dental caries,Basic research; Phase I; Phase II
697,83-48-7,https://drugs.ncats.io/drug/99WUK5D0Y8,Clinical ,Br J Nutr. Nov 2008;100(5):937-41.: Not Applicable Human clinical trial Completed  Hypercholesterolemia/metabolism,https://dx.doi.org/10.1017/s0007114508966113,,,,Unknown,
698,471-34-1,https://drugs.ncats.io/drug/H0G9379FGK,US Approved OTC ,21 CFR 331.11(i)(2) antacid:calcium-containing calcium (mono or dibasic salt),https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec331-11.xml,US Previously Marketed 1921,Precipitated Calcium Phosphate N.F.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,Unknown; Hypocalcemia; Chronic obstructive pulmonary disease; Cystic fibrosis; Unknown; Hypocalcemia,Not Provided; Phase I; Phase I; Approved
699,9002-01-1,https://drugs.ncats.io/drug/8X1OXL3SNU,Possibly Marketed Outside US ,Canada:STREPTOKINASE,https://tripod.nih.gov/npc/#Download,,,,,
700,57-92-1,https://drugs.ncats.io/drug/Y45QSO73OB,US Approved Rx 1998,ANDA064210,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=064210,US Previously Marketed 1946,STREPTOMYCIN SULFATE by PFIZER,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=060076,Tularemia; Chancroid; Tuberculosis; Plague,Approved; Approved; Approved; Approved
701,4480-58-4,https://drugs.ncats.io/drug/IAB9JFQ8U2,Clinical ,INN:streptoniazid,https://tripod.nih.gov/npc/#Download,,,,,
702,18883-66-4,https://drugs.ncats.io/drug/5W494URQ81,US Approved Rx 1982,NDA050577,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050577,US Approved Rx 1982,NDA050577,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050577,Malignant neoplasms of pancreas (metastatic islet cell carcinoma),Approved
703,7440-24-6,https://drugs.ncats.io/drug/YZS2RPE8LE,Possibly Marketed Outside US 2012,21 CFR 352,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=86f0e36e-e824-483a-9a53-3b20cf109844,Possibly Marketed Outside US 2012,21 CFR 352,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=86f0e36e-e824-483a-9a53-3b20cf109844,,
704,304-55-2,https://drugs.ncats.io/drug/DX1U2629QE,US Approved Rx 1991,NDA019998,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019998,Possibly Marketed Outside US 1982,NDA214993,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ddd90c4a-5792-49c9-837f-710d1a604742,Lead poisoning in children,Approved
705,110-15-6,https://drugs.ncats.io/drug/AB6MNQ6J6L,US Previously Marketed 1921,sodium succinate,https://catalog.hathitrust.org/Record/100163146,US Previously Marketed 1921,sodium succinate,https://catalog.hathitrust.org/Record/100163146,Hypertension; Gastrointestinal infections; Overactive bladder,Approved; Not Provided; Approved
706,54182-58-0,https://drugs.ncats.io/drug/XX73205DH5,US Approved Rx 2022,ANDA215576,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215576,US Approved Rx 1981,NDA018333,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018333,Ulcer,Approved
707,56038-13-2,https://drugs.ncats.io/drug/96K6UQ3ZD4,Possibly Marketed Outside US 2008,21 CFR 334,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d96986dd-eab8-4025-9987-77deb208972e,Possibly Marketed Outside US 2006,Antiseptic Rinse by Meijer,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f6c5d4cd-6d6f-4efa-b455-3a9f3b2aab34,Glucose Metabolism Disorders; Diarrhea; Gingivitis,Approved; Approved; Approved
708,8047-67-4,https://drugs.ncats.io/drug/FZ7NYF5N8L,US Approved OTC ,21 CFR 347.10(c) skin protectant calamine,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec347-10.xml,US Previously Marketed 1921,Saccharated Ferric Oxide N.F.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,Iron deficiency anemia; Radioactive cesium and/or radioactive or non-radioactive thallium internal contamination; Pain; Unknown; Chronic kidney disease; Unknown; Unknown; Unknown; Dental diseases; Parenteral Nutrition; Iron deficiency,Approved; Approved; Approved; Approved; Basic research; Approved; Approved
709,57-50-1,https://drugs.ncats.io/drug/ababee2a,,,,,,,,
710,56030-54-7,https://drugs.ncats.io/drug/AFE2YW0IIZ,US Approved Rx 2018,NDA209128,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209128,US Approved Rx 1984,NDA019050,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019050,Pain,Approved
711,343306-71-8,https://drugs.ncats.io/drug/361LPM2T56,US Approved Rx 2015,NDA022225,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022225,US Approved Rx 2015,NDA022225,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022225,Neuromuscular blockade,Approved
712,68373-14-8,https://drugs.ncats.io/drug/S4TF6I2330,US Approved Rx 2023,NDA216974,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216974,US Approved Rx 1986,NDA050608,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050608,Staphylococcus aureus (beta-lactamase and non-beta-lactamase producing); Staphylococcus epidermidis (beta-lactamase and non-beta-lactamase producing); Moraxella (Branhamella) catarrhalis (beta-lactamase and non-beta-lactamase producing); Bacterial infections; Peptostreptococcus species; Hemophilus influenzae  (beta-lactamase and non-beta-lactamase producing),Approved; Approved; Approved; Approved; Approved; Approved
713,61318-90-9,https://drugs.ncats.io/drug/5D9HAA5Q5S,US Approved Rx 1985,NDA018738,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018738,US Approved Rx 1985,NDA018738,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018738,Tinea Corporis; Tinea cruris; Athlete’s foot,Approved; Approved; Approved
714,127-71-9,https://drugs.ncats.io/drug/G58F8OPL4I,US Previously Marketed 1985,TRIPLE SULFA by PHARMADERM,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=088462,US Previously Marketed 1945,SULTRIN by ORTHO MCNEIL PHARM,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=005794,Vaginitis caused by Gardnerella vaginalis,Approved
715,144-80-9,https://drugs.ncats.io/drug/4965G3J0F5,US Approved Rx 1994,ANDA040066,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040066,US Previously Marketed 1941,Sulamyd by Schering,DeHaen 1940-1975 NMEs,Eye infections; Acne vulgaris,Approved; Approved
716,68-35-9,https://drugs.ncats.io/drug/0N7609K889,US Approved Rx 1994,ANDA040091,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040091,US Previously Marketed 1941,Sulfadiazine Sodium by DeHaen 1940-1975 NMEs,*!,Toxoplasmosis encephalitis; Urinary tract infections; Malaria,Approved; Approved; Approved
717,2447-57-6,https://drugs.ncats.io/drug/88463U4SM5,US Previously Marketed 1981,FANSIDAR by ROCHE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018557,US Previously Marketed 1981,FANSIDAR by ROCHE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018557,Plasmodium falciparum malaria,Approved
718,127-69-5,https://drugs.ncats.io/drug/740T4C525W,US Previously Marketed 1949,Gantrisin by Hoffmann-La Roche,DeHaen 1940-1975 NMEs,US Previously Marketed 1948,GANTRISIN by ROCHE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=006525,Acute otitis media,Approved
719,144-82-1,https://drugs.ncats.io/drug/25W8454H16,US Previously Marketed 1961,THIOSULFIL SULFAMETHIZOLE by AYER5T,https://patents.google.com/patent/US20170253372A1/en,US Previously Marketed 1953,THIOSULFIL by WYETH AYERST,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=008565,Urinary tract infections,Approved
720,723-46-6,https://drugs.ncats.io/drug/JE42381TNV,US Approved Rx 2019,ANDA212231,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212231,US Previously Marketed 1961,GANTANOL by ROCHE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012715,Shigellosis; Pneumocystis jiroveci pneumonia; Urinary tract infections; Travelers’ diarrhea; Acute exacerbations of chronic bronchitis in adults; Acute otitis media,Approved; Approved; Approved; Approved; Approved; Approved
721,63-74-1,https://drugs.ncats.io/drug/21240MF57M,US Previously Marketed 1965,AVC by MYLAN SPECIALITY LP,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=006530,US Previously Marketed 1936,sulfanilamide,https://archive.org/details/newnonofficialre39coun,Vulvovaginal candidiasis,Approved
722,144-83-2,https://drugs.ncats.io/drug/Y5V2N1KE8U,US Previously Marketed 1938,M&B 693 by May & Baker,https://books.google.com/books?id=AqzmCwAAQBAJ&lpg=PA9&ots=WuZEH-OpEK&dq=sulfapyridine%20introduced%20to%20the%20US&pg=PA9#v=onepage&q=sulfapyridine%20introduced%20to%20the%20US&f=false,US Previously Marketed 1938,M&B 693 by May & Baker,https://books.google.com/books?id=AqzmCwAAQBAJ&lpg=PA9&ots=WuZEH-OpEK&dq=sulfapyridine%20introduced%20to%20the%20US&pg=PA9#v=onepage&q=sulfapyridine%20introduced%20to%20the%20US&f=false,Dermatitis herpetiformis,Approved
723,599-79-1,https://drugs.ncats.io/drug/3XC8GUZ6CB,US Approved Rx 1977,ANDA085828,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=085828,US Approved Rx 1950,NDA007073,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=007073,Rheumatoid arthritis; Ulcerative colitis,Approved; Approved
724,72-14-0,https://drugs.ncats.io/drug/Y7FKS2XWQH,US Previously Marketed 1985,TRIPLE SULFA by FOUGERA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=088463,US Previously Marketed 1940,Sulfathiazole by Winthrop,https://books.google.com/books?id=pm9KAQAAIAAJ&lpg=PA470&ots=aA7IeOI1kb&dq=cyverine%20suspended&pg=PA470#v=onepage&q=cyverine%20suspended&f=false,Vaginal infections,Approved
725,57-96-5,https://drugs.ncats.io/drug/V6OFU47K3W,US Previously Marketed 1959,ANTURANE by NOVARTIS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011556,US Previously Marketed 1959,ANTURANE by NOVARTIS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011556,Gouty arthritis,Approved
726,7134-11-4,https://drugs.ncats.io/drug/6L00O0WHZR,Clinical ,INN:sulfogaiacol [INN],https://ginas.ncats.nih.gov/ginas/app/substance/6L00O0WHZR,,,,Common cold; Asthma; Respiratory infections,Not Provided; Not Provided; Not Provided
727,7704-34-9,https://drugs.ncats.io/drug/a781d1f2,,,,,,,,
728,7664-93-9,https://drugs.ncats.io/drug/O40UQP6WCF,US Approved Rx 2023,ANDA215469,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215469,US Previously Marketed 1921,Potassium Sulphate N.F.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,Bowel Cleanser,Approved
