,CAS,URL,Highest Development Event Status and Year,Highest Development Event Source ID,Highest Development Event Source URL,Earliest Approved Event Status and Year,Earliest Approved Event Source ID,Earliest Approved Event Source URL,conditions,phases
1988,110871-86-8,https://drugs.ncats.io/drug/Q90AGA787L,US Previously Marketed 1996,ZAGAM by MYLAN,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020677,US Previously Marketed 1996,ZAGAM by MYLAN,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020677,Chronic bronchitis; Community-acquired pneumonia,Approved; Approved
1989,1695-77-8,https://drugs.ncats.io/drug/93AKI1U6QF,US Previously Marketed 1971,Trobicin by Upjohn,OB NME Appendix 1950-1993,US Previously Marketed 1971,Trobicin by Upjohn,OB NME Appendix 1950-1993,Acute gonorrheal urethritis; Acute gonorrheal urethritis; Acute gonorrheal urethritis,Approved; Approved; Approved
1990,84961-60-4,https://drugs.ncats.io/drug/80VUN7L00C,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,,
1991,168316-95-8,https://drugs.ncats.io/drug/XPA88EAP6V,US Approved Rx 2011,NDA022408,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022408,US Approved Rx 2011,NDA022408,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022408,Pediculosis,Approved
1992,52-01-7,https://drugs.ncats.io/drug/27O7W4T232,US Approved Rx 2016,ANDA203512,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203512,US Approved Rx 1960,NDA012151,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012151,Essential hypertension; Discrete aldosterone-producing adrenal adenomas; Congestive heart failure,Approved; Approved; Approved
1993,112-80-1,https://drugs.ncats.io/drug/2UMI9U37CP,US Previously Marketed 1921,Oleic Acid U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,US Previously Marketed 1921,Oleic Acid U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,Obesity; Colorectal cancer; Type 2 diabetes mellitus; Atherosclerosis; Unknown,Phase I; Phase II; Phase I; Phase I
1994,111-01-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1995,111-02-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1996,2892-62-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1997,302-96-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1998,9005-25-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1999,3056-17-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2000,57-11-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2001,123-94-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2002,9000-36-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2003,58543-16-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2004,57817-89-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2005,83-48-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2006,471-34-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007,9002-01-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2008,57-92-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2009,4480-58-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2010,18883-66-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2011,7440-24-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2012,304-55-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2013,110-15-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2014,54182-58-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2015,56038-13-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2016,8047-67-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017,57-50-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,56030-54-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2019,343306-71-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020,68373-14-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,61318-90-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2022,127-71-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2023,144-80-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024,68-35-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,2447-57-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2026,127-69-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2027,144-82-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2028,723-46-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2029,63-74-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2030,144-83-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2031,599-79-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2032,72-14-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2033,57-96-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2034,7134-11-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2035,7704-34-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2036,7664-93-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2037,2551-62-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2038,38194-50-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2039,68238-36-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2040,103628-46-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2041,557795-19-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2042,40828-46-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2043,1339940-90-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2044,1030377-33-3,https://drugs.ncats.io/drug/081L192FO9,US Approved Rx 2014,NDA204569,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204569,US Approved Rx 2014,NDA204569,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204569,Sleep-onset insomnia,Approved
2045,306-40-1,https://drugs.ncats.io/drug/J2R869A8YF,US Approved Rx 2021,NDA215143,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215143,US Approved Rx 1952,NDA008453,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=008453,Skeletal muscle relaxation,Approved
2046,1332-37-2,https://drugs.ncats.io/drug/1K09F3G675,US Approved OTC ,21 CFR 347.10(c) skin protectant calamine,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec347-10.xml,US Previously Marketed 1921,Saccharated Ferric Oxide N.F.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,Iron deficiency anemia; Radioactive cesium and/or radioactive or non-radioactive thallium internal contamination; Pain; Unknown; Chronic kidney disease; Unknown; Unknown; Unknown; Dental diseases; Parenteral Nutrition; Iron deficiency,Approved; Approved; Approved; Approved; Basic research; Approved; Approved
2047,2016-63-9,https://drugs.ncats.io/drug/ZTY15D026H,Possibly Marketed Outside US ,WHO-ATC:R03DA08,https://ginas.ncats.nih.gov/ginas/app/substance/ZTY15D026H,,,,,
2048,321-64-2,https://drugs.ncats.io/drug/4VX7YNB537,US Previously Marketed 1993,COGNEX by SHIONOGI INC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020070,US Previously Marketed 1993,COGNEX by SHIONOGI INC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020070,Alzheimer’s disease,Approved
2049,104987-11-3,https://drugs.ncats.io/drug/Y5L2157C4J,US Approved Rx 1994,NDA050708,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050708,US Approved Rx 1994,NDA050708,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050708,Organ rejection; Atopic dermatitis,Approved; Phase III
2050,171596-29-5,https://drugs.ncats.io/drug/742SXX0ICT,US Approved Rx 2019,ANDA206285,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206285,US Approved Rx 2003,NDA021368,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021368,Benign prostatic hyperplasia; Erectile dysfunction,Approved; Approved
2051,106635-80-7,https://drugs.ncats.io/drug/262P8GS9L9,US Approved Rx 2018,NDA210607,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210607,US Approved Rx 2018,NDA210607,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210607,Malaria,Approved
2052,209860-87-7,https://drugs.ncats.io/drug/1O6WQ6T7G3,US Approved Rx 2022,ANDA209040,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209040,US Approved Rx 2012,NDA202514,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202514,Unknown; Glaucoma; Ocular hypertension,Approved; Approved
2053,2055491-00-2,https://drugs.ncats.io/drug/8ZHS5657EH,US Approved Rx 2018,BLA761116,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761116,US Approved Rx 2018,BLA761116,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761116,,
2054,1207456-01-6,https://drugs.ncats.io/drug/9QHX048FRV,US Approved Rx 2018,NDA211651,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211651,US Approved Rx 2018,NDA211651,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211651,Unknown; Ovarian cancer; Breast cancer,Phase III; Approved
2055,308076-02-0,https://drugs.ncats.io/drug/80VUN7L00C,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,,
2056,37228-64-1,https://drugs.ncats.io/drug/N69L6LM4QU,,,,,,,,
2057,1187560-31-1,https://drugs.ncats.io/drug/07730V90L6,Possibly Marketed Outside US ,WHO-ATC:L01XX51,https://ginas.ncats.nih.gov/ginas/app/substance/07730V90L6,Possibly Marketed Outside US 2015,BLA125518,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=64ffb680-ea8c-42fc-9649-9e8c0eb77ddb,,
2058,10540-29-1,https://drugs.ncats.io/drug/094ZI81Y45,US Approved Rx 2005,NDA021807,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021807,US Previously Marketed 1977,NOLVADEX by ASTRAZENECA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017970,Reduction in breast cancer incidence; Breast cancer; Ductal carcinoma in situ,Approved; Approved; Approved
2059,106133-20-4,https://drugs.ncats.io/drug/G3P28OML5I,US Approved Rx 2013,ANDA202433,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202433,US Approved Rx 1997,NDA020579,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020579,Benign prostatic hyperplasia,Approved
2060,1401-55-4,https://drugs.ncats.io/drug/28F9E0DJY6,US Previously Marketed 1921,Tannic Acid U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,US Previously Marketed 1921,Tannic Acid U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,Alzheimer’s disease; Pain; Addisonian anemia,Preclinical; Not Provided; Approved
2061,175591-23-8,https://drugs.ncats.io/drug/H8A007M585,US Approved Rx 2008,NDA022304,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022304,US Approved Rx 2008,NDA022304,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022304,Pain,Approved
2062,526-83-0,https://drugs.ncats.io/drug/W4888I119H,US Approved OTC ,21 CFR 331.11(m) antacid:tartrate-containing tartrate (acid or salt),https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec331-11.xml,US Previously Marketed 1921,Tartaric Acid U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,skin cleasing,Approved
2063,12225-21-7,https://drugs.ncats.io/drug/JQ6BLH9FR7,Possibly Marketed Outside US 2023,NDA216956,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=65171e4a-d136-4abc-b08c-c40c1b486ff6,Possibly Marketed Outside US 2018,21 CFR 331,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3495102f-55d2-4a94-8d55-f46f49e00c27,,
2064,609799-22-6,https://drugs.ncats.io/drug/SHS4PU80D9,US Approved Rx 2023,ANDA211654,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211654,US Approved Rx 2014,NDA205677,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205677,"Sleep disorders, circadian rhythm",Approved
2065,107-35-7,https://drugs.ncats.io/drug/1EQV5MLY3D,Possibly Marketed Outside US ,Smofkabiven Electrolyte Free by Fresenius Kabi [Canada],https://www.drugbank.ca/drugs/DB01956,Possibly Marketed Outside US 1984,NDA019018,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1d88fbe0-eb97-4964-8a78-88940064f8f0,Prehypertension; Fatigue; Hepatitis; Congestive heart failure; Psychotic disorder,Phase III; Approved; Approved; Approved; Phase III
2066,81-24-3,https://drugs.ncats.io/drug/5E090O0G3Z,Possibly Marketed Outside US ,Regubil by Laboratoire Riva Inc [Canada],https://www.drugbank.ca/drugs/DB04348,,,,Type 2 diabetes mellitus; Obesity,Phase II; Phase II
2067,174671-46-6,https://drugs.ncats.io/drug/K124A4EUQ3,US Approved Rx 2020,ANDA212256,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212256,US Approved Rx 2014,NDA204427,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204427,Onychomycosis,Approved
2068,118292-40-3,https://drugs.ncats.io/drug/81BDR9Y8PS,US Approved Rx 2019,NDA211882,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211882,US Approved Rx 1997,NDA020600,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020600,Facial acne vulgaris; Plaque psoriasis; Unknown,Approved; Approved
2069,89786-04-9,https://drugs.ncats.io/drug/SE10G96M8W,US Approved Rx 2010,ANDA065362,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=065362,US Previously Marketed 1993,ZOSYN by WYETH PHARMS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050684,Female pelvic infections; Skin and skin structure infections; Pneumonia; Intra-abdominal infections; Complicated urinary tract infections,Approved; Approved; Approved; Approved; Approved
2070,7440-43-9,https://drugs.ncats.io/drug/00BH33GNGH,Possibly Marketed Outside US ,Canada:CADMIUM METALLICUM,https://tripod.nih.gov/npc/#Download,Possibly Marketed Outside US 2018,"EBV/CFS Plus by Deseret Biologicals, Inc.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1c744874-554e-4039-b72c-24bb59e5021f,Unknown,
2071,178959-14-3,https://drugs.ncats.io/drug/IV7T84QA4T,US Previously Marketed 1998,ACUTECT by CIS BIO INTL SA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020887,US Previously Marketed 1998,ACUTECT by CIS BIO INTL SA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020887,Deep Vein Thrombosis,Approved
2072,856866-72-3,https://drugs.ncats.io/drug/97HLQ82NGL,US Approved Rx 2014,NDA205436,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205436,US Approved Rx 2014,NDA205436,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205436,Skin bacterial infections; Staphylococcal skin infections; Skin infections; Unknown,Approved; Approved; Approved
2073,197922-42-2,https://drugs.ncats.io/drug/7M19191IKG,US Approved Rx 2012,NDA203441,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203441,US Approved Rx 2012,NDA203441,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203441,Short bowel syndrome,Approved
2074,145158-71-0,https://drugs.ncats.io/drug/458VC51857,US Previously Marketed 2002,ZELNORM by ALFASIGMA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021200,US Previously Marketed 2002,ZELNORM by ALFASIGMA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021200,Constipation,Approved
2075,402957-28-2,https://drugs.ncats.io/drug/655M5O3W0U,US Previously Marketed 2011,INCIVEK by VERTEX PHARMS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201917,US Previously Marketed 2011,INCIVEK by VERTEX PHARMS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201917,Chronic hepatitis C,Approved
2076,372151-71-8,https://drugs.ncats.io/drug/XK134822Z0,US Approved Rx 2013,NDA022407,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022407,US Approved Rx 2009,NDA022110,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022110,Hospital-acquired and ventilator-associated bacterial pneumonia,Approved
2077,3424-98-4,https://drugs.ncats.io/drug/2OC4HKD3SF,US Previously Marketed 2006,TYZEKA by NOVARTIS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022011,US Previously Marketed 2006,TYZEKA by NOVARTIS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022011,Chronic hepatitis B,Approved
2078,191114-48-4,https://drugs.ncats.io/drug/KI8H7H19WL,US Previously Marketed 2004,KETEK by SANOFI AVENTIS US,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021144,US Previously Marketed 2004,KETEK by SANOFI AVENTIS US,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021144,Acute bacterial sinusitis; Acute bacterial exacerbation of chronic bronchitis; Community-acquired pneumonia,Approved; Approved; Approved
2079,122946-43-4,https://drugs.ncats.io/drug/124I3FE35T,Possibly Marketed Outside US 2009,NCT01093469: Phase 4 Interventional Completed Atopic Dermatitis,https://clinicaltrials.gov/ct2/show/NCT01093469,,,,,
2080,144701-48-4,https://drugs.ncats.io/drug/U5SYW473RQ,US Approved Rx 2017,ANDA208605,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208605,US Approved Rx 1998,NDA020850,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020850,Cardiovascular diseases; Hypertension,Approved; Approved
2081,1137608-69-5,https://drugs.ncats.io/drug/3T25U84H4U,US Approved Rx 2017,NDA208794,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208794,US Approved Rx 2017,NDA208794,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208794,Carcinoid syndrome,Approved
2082,846-50-4,https://drugs.ncats.io/drug/CHB1QD2QSS,US Approved Rx 2023,ANDA217875,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217875,US Approved Rx 1981,NDA018163,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018163,Insomnia,Approved
2083,85622-93-1,https://drugs.ncats.io/drug/YF1K15M17Y,US Approved Rx 2014,ANDA201742,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201742,US Previously Marketed 1999,TEMODAR by MERCK SHARP DOHME,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021029,Refractory anaplastic astrocytoma; Glioblastoma multiforme; Cancer,Approved; Approved; Basic research
2084,162635-04-3,https://drugs.ncats.io/drug/624KN6GM2T,US Approved Rx 2007,NDA022088,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022088,US Approved Rx 2007,NDA022088,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022088,Advanced renal cell carcinoma,Approved
2085,191588-94-0,https://drugs.ncats.io/drug/WGD229O42W,US Approved Rx 2000,BLA103909,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103909,US Approved Rx 2000,BLA103909,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103909,,
2086,29767-20-2,https://drugs.ncats.io/drug/957E6438QA,US Previously Marketed 1992,VUMON by HQ SPECLT PHARMA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020119,US Previously Marketed 1992,VUMON by HQ SPECLT PHARMA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020119,Refractory childhood acute lymphoblastic leukemia,Approved
2087,379270-37-8,https://drugs.ncats.io/drug/EL9943AG5J,US Approved Rx 2018,NDA022142,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022142,US Approved Rx 2001,NDA021356,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021356,HBV infections; HIV-1 infection; HIV-1 infection; Hepatitis B,Approved; Approved; Basic research; Phase II
2088,201341-05-1,https://drugs.ncats.io/drug/F4YU4LON7I,US Approved Rx 2018,NDA022142,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022142,US Approved Rx 2001,NDA021356,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021356,HBV infections; HIV-1 infection; HIV-1 infection; Hepatitis B,Approved; Approved; Basic research; Phase II
2089,63590-64-7,https://drugs.ncats.io/drug/8L5014XET7,US Approved Rx 1998,ANDA074823,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074823,US Previously Marketed 1987,HYTRIN by ABBOTT,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019057,Benign prostatic hyperplasia; Hypertension,Approved; Approved
2090,91161-71-6,https://drugs.ncats.io/drug/G7RIW8S0XP,US Approved Rx 2006,NDA021958,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021958,US Previously Marketed 1992,LAMISIL by NOVARTIS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020192,Onychomycosis,Approved
2091,23031-25-6,https://drugs.ncats.io/drug/N8ONU3L3PG,US Approved Rx 2009,ANDA078630,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078630,US Previously Marketed 1974,BRICANYL by SANOFI AVENTIS US,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017466,Asthma,Approved
2092,67915-31-5,https://drugs.ncats.io/drug/0KJ2VE664U,US Approved Rx 2004,NDA021735,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021735,US Previously Marketed 1987,TERAZOL 7 by JANSSEN PHARMS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019579,Vulvovaginal candidiasis; HIV infection,Approved; Phase I
2093,50679-08-8,https://drugs.ncats.io/drug/7BA5G9Y06Q,US Previously Marketed 1985,Seldane by Dow,OB NME Appendix 1950-1993,US Previously Marketed 1985,Seldane by Dow,OB NME Appendix 1950-1993,,
2094,163451-81-8,https://drugs.ncats.io/drug/1C058IKG3B,US Approved Rx 2020,ANDA209677,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209677,US Approved Rx 1998,NDA020905,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020905,Multiple sclerosis; Active rheumatoid arthritis,Approved; Approved
2095,52232-67-4,https://drugs.ncats.io/drug/10T9CSU89I,US Approved Rx 2023,ANDA211097,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211097,US Previously Marketed 1987,PARATHAR by SANOFI AVENTIS US,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019498,Postmenopausal Osteoporosis,Approved
2096,8006-39-1,https://drugs.ncats.io/drug/80VUN7L00C,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,,
2097,218949-48-5,https://drugs.ncats.io/drug/MQG94M5EEO,US Approved Rx 2010,BLA022505,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22505,US Approved Rx 2010,BLA022505,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22505,HIV-associated lipodystrophy,Approved
2098,968-93-4,https://drugs.ncats.io/drug/6J9BLA949Q,US Previously Marketed 1970,TESLAC by BRISTOL MYERS SQUIBB,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016118,US Previously Marketed 1969,TESLAC by BRISTOL MYERS SQUIBB,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016119,Breast cancer,Approved
2099,58-22-0,https://drugs.ncats.io/drug/3XMK78S47O,US Approved Rx 2017,ANDA204255,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204255,US Previously Marketed 1937,Oreton-F by Schering,https://archive.org/details/in.ernet.dli.2015.145864,Hypogonadism,Approved
