Original Molecule,Parsed Molecule,Link,Result Type,CAS,Deprecated CAS,Compound/Substance,Depositor Synonym List,Regular Synonym List,Synonym?
PYRETHRINS,PYRETHRINS,https://pubchem.ncbi.nlm.nih.gov/compound/71310221,FEATURED,8003-34-7,No CAS info,COMPOUND,YES,YES,YES
PYRIDOSTIGMINE,PYRIDOSTIGMINE,https://pubchem.ncbi.nlm.nih.gov/compound/4991,FEATURED,155-97-5,No CAS info,COMPOUND,YES,YES,YES
PYRIDOXAL,PYRIDOXAL,https://pubchem.ncbi.nlm.nih.gov/compound/1050,FEATURED,66-72-8,17281-92-4,COMPOUND,YES,YES,YES
PYRIDOXAL_5-PHOSPHATE,PYRIDOXAL 5 PHOSPHATE,https://pubchem.ncbi.nlm.nih.gov/compound/1051,RELEVANT,54-47-7,"52064-48-9, 52441-27-7, 1071665-72-9, 1071665-72-9, 52064-48-9, 52441-27-7, 52441-27-7",COMPOUND,YES,YES,YES
PYRIDOXINE,PYRIDOXINE,https://pubchem.ncbi.nlm.nih.gov/compound/1054,FEATURED,65-23-6,2087491-32-3,COMPOUND,YES,YES,YES
PYRIMETHAMINE,PYRIMETHAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/4993,FEATURED,58-14-0,No CAS info,COMPOUND,YES,YES,YES
PYRITHIONE_ZINC,PYRITHIONE ZINC,https://pubchem.ncbi.nlm.nih.gov/compound/26041,FEATURED,13463-41-7,No CAS info,COMPOUND,NO,YES,YES
PYROXYLIN,PYROXYLIN,https://pubchem.ncbi.nlm.nih.gov/compound/Pyroxylin,FEATURED,9004-70-0,"124362-83-0, 1339-76-0, 152264-12-5, 188626-79-1, 37228-31-2, 37317-48-9, 60649-57-2, 72026-64-3, 72026-68-7, 8050-69-9, 8050-70-2, 88386-25-8, 246848-29-3, 353274-56-3, 909342-54-7, 2001537-63-7, 2166122-28-5, 2245235-30-5, 2245235-31-6, 2414146-27-1, 2704570-50-1, 1339-76-0, 246848-29-3, 2001537-63-7, 72026-68-7, 60649-57-2, 37317-48-9, 8050-69-9, 152264-12-5, 88386-25-8, 909342-54-7, 188626-79-1, 72026-64-3, 124362-83-0, 8050-70-2, 353274-56-3",COMPOUND,MISSING,YES,YES
PYRUVIC_ACID,PYRUVIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/1060,FEATURED,127-17-3,1892-67-7,COMPOUND,YES,YES,YES
QUAZEPAM,QUAZEPAM,https://pubchem.ncbi.nlm.nih.gov/compound/4999,FEATURED,36735-22-5,No CAS info,COMPOUND,YES,YES,YES
QUERCETIN,QUERCETIN,https://pubchem.ncbi.nlm.nih.gov/compound/5280343,FEATURED,117-39-5,"73123-10-1, 74893-81-5, 74893-81-5, 73123-10-1",COMPOUND,YES,YES,YES
QUERCUS_ALBA,QUERCUS ALBA,https://pubchem.ncbi.nlm.nih.gov/compound/Quercus%20alba%20pollen,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
QUERCUS_ROBUR,QUERCUS ROBUR,https://pubchem.ncbi.nlm.nih.gov/compound/Quercus%20robur%20flower,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
QUETIAPINE,QUETIAPINE,https://pubchem.ncbi.nlm.nih.gov/compound/5002,FEATURED,111974-69-7,No CAS info,COMPOUND,YES,YES,YES
QUINAPRIL,QUINAPRIL,https://pubchem.ncbi.nlm.nih.gov/compound/54892,FEATURED,85441-61-8,No CAS info,COMPOUND,YES,YES,YES
QUINIDINE,QUINIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/441074,FEATURED,56-54-2,"11010-73-4, 500225-45-6, 845886-64-8, 882741-47-1, 883881-01-4, 898814-00-1, 910899-51-3, 1528764-92-2, 2393956-08-4, 11010-73-4, 1528764-92-2, 2393956-08-4, 500225-45-6, 845886-64-8, 882741-47-1, 883881-01-4, 898814-00-1, 910899-51-3, 1528764-92-2, 500225-45-6, 883881-01-4, 910899-51-3, 882741-47-1, 845886-64-8, 11010-73-4",COMPOUND,YES,YES,YES
QUININE,QUININE,https://pubchem.ncbi.nlm.nih.gov/compound/3034034,FEATURED,"72402-53-0, 130-95-0, 1407-83-6","12239-42-8, 128544-03-6, 21480-31-9, 55980-20-6, 6912-57-8, 72646-90-3, 767303-40-2, 840482-04-4, 857212-53-4, 864908-93-0, 899813-83-3, 906550-97-8, 909767-48-2, 909882-78-6, 910878-25-0, 875538-34-4, 888714-03-2, 890027-24-4, 894767-09-0, 898813-59-7, 898814-28-3, 900786-66-5, 900789-95-9, 909263-47-4, 910880-97-6, 911445-75-5, 918778-04-8, 1071756-51-8, 95650-40-1, 1267651-57-9, 1628705-47-4, 2244812-93-7, 2244812-97-1, 2409557-51-1, 2566761-34-8, 1071756-51-8, 12239-42-8, 1267651-57-9, 128544-03-6, 1628705-47-4, 21480-31-9, 2244812-93-7, 2244812-97-1, 2409557-51-1, 2566761-34-8, 55980-20-6, 6912-57-8, 72646-90-3, 767303-40-2, 840482-04-4, 857212-53-4, 864908-93-0, 875538-34-4, 888714-03-2, 890027-24-4, 894767-09-0, 898813-59-7, 898814-28-3, 899813-83-3, 900786-66-5, 900789-95-9, 906550-97-8, 909263-47-4, 909767-48-2, 909882-78-6, 910878-25-0, 910880-97-6, 911445-75-5, 918778-04-8, 95650-40-1, 1071756-51-8, 909882-78-6, 55980-20-6, 1628705-47-4, 1267651-57-9, 767303-40-2, 898813-59-7, 840482-04-4, 900789-95-9, 909263-47-4, 899813-83-3, 875538-34-4, 900786-66-5, 6912-57-8, 21480-31-9, 906550-97-8, 894767-09-0, 918778-04-8, 888714-03-2, 95650-40-1, 909767-48-2, 864908-93-0, 12239-42-8, 128544-03-6, 910878-25-0, 857212-53-4, 898814-28-3, 890027-24-4, 911445-75-5, 910880-97-6",COMPOUND,YES,YES,YES
QUINUPRISTIN,QUINUPRISTIN,https://pubchem.ncbi.nlm.nih.gov/compound/5388937,FEATURED,120138-50-3,"176708-57-9, 143564-20-9, 143840-51-1",COMPOUND,YES,YES,YES
RABEPRAZOLE,RABEPRAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/5029,FEATURED,117976-89-3,909251-57-6,COMPOUND,YES,YES,YES
RACEPHEDRINE,RACEPHEDRINE,https://pubchem.ncbi.nlm.nih.gov/compound/5032,FEATURED,"53214-57-6, 299-42-3",No CAS info,COMPOUND,YES,YES,YES
RACEPINEFRINE,RACEPINEFRINE,https://pubchem.ncbi.nlm.nih.gov/compound/838,FEATURED,329-65-7,"6912-68-1, 8059-19-6, 8060-13-7",COMPOUND,YES,YES,YES
RADIUM_RA-223,RADIUM RA-223,https://pubchem.ncbi.nlm.nih.gov/compound/6335825,FEATURED,15623-45-7,No CAS info,COMPOUND,YES,YES,YES
RALOXIFENE,RALOXIFENE,https://pubchem.ncbi.nlm.nih.gov/compound/5035,FEATURED,84449-90-1,No CAS info,COMPOUND,YES,YES,YES
RALTEGRAVIR,RALTEGRAVIR,https://pubchem.ncbi.nlm.nih.gov/compound/54671008,FEATURED,518048-05-0,No CAS info,COMPOUND,YES,YES,YES
RAMELTEON,RAMELTEON,https://pubchem.ncbi.nlm.nih.gov/compound/208902,FEATURED,196597-26-9,No CAS info,COMPOUND,YES,YES,YES
RAMIPRIL,RAMIPRIL,https://pubchem.ncbi.nlm.nih.gov/compound/5362129,FEATURED,87333-19-5,126613-39-6,COMPOUND,YES,YES,YES
RAMUCIRUMAB,RAMUCIRUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Ramucirumab,FEATURED,947687-13-0,No CAS info,COMPOUND,MISSING,YES,YES
RANIBIZUMAB,RANIBIZUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Ranibizumab,FEATURED,347396-82-1,No CAS info,COMPOUND,MISSING,YES,YES
RANITIDINE,RANITIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/3001055,FEATURED,"82530-72-1, 66357-35-5",No CAS info,COMPOUND,YES,YES,YES
RANITIDINE_BISMUTH_CITRATE,RANITIDINE BISMUTH CITRATE,https://pubchem.ncbi.nlm.nih.gov/compound/62984,FEATURED,128345-62-0,No CAS info,COMPOUND,YES,YES,YES
RANOLAZINE,RANOLAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/56959,FEATURED,"95635-55-5, 142387-99-3",142387-99-3,COMPOUND,YES,YES,YES
RANUNCULUS_BULBOSUS,RANUNCULUS BULBOSUS,https://pubchem.ncbi.nlm.nih.gov/compound/Ranunculus%20Bulbosus,FEATURED,90106-07-3,No CAS info,COMPOUND,MISSING,YES,YES
RAPACURONIUM,RAPACURONIUM,https://pubchem.ncbi.nlm.nih.gov/compound/5311399,FEATURED,465499-11-0,No CAS info,COMPOUND,YES,YES,YES
RAPHANUS_SATIVUS,RAPHANUS SATIVUS,https://pubchem.ncbi.nlm.nih.gov/compound/Raphanus%20Sativus,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
RASAGILINE,RASAGILINE,https://pubchem.ncbi.nlm.nih.gov/compound/3052776,FEATURED,136236-51-6,No CAS info,COMPOUND,YES,YES,YES
RASBURICASE,RASBURICASE,https://pubchem.ncbi.nlm.nih.gov/compound/Rasburicase,FEATURED,134774-45-1,352311-12-7,COMPOUND,MISSING,YES,YES
RAUWOLFIA_SERPENTINA,RAUWOLFIA SERPENTINA,https://pubchem.ncbi.nlm.nih.gov/compound/Rauwolfia%20Serpentina,FEATURED,8063-17-0,No CAS info,COMPOUND,MISSING,YES,YES
RAVULIZUMAB,RAVULIZUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Ravulizumab,FEATURED,1803171-55-2,No CAS info,COMPOUND,MISSING,YES,YES
REGADENOSON,REGADENOSON,https://pubchem.ncbi.nlm.nih.gov/compound/219024,FEATURED,313348-27-5,No CAS info,COMPOUND,YES,YES,YES
REGORAFENIB,REGORAFENIB,https://pubchem.ncbi.nlm.nih.gov/compound/11167602,FEATURED,"755037-03-7, 1019206-88-2",No CAS info,COMPOUND,YES,YES,YES
REMIFENTANIL,REMIFENTANIL,https://pubchem.ncbi.nlm.nih.gov/compound/60815,FEATURED,132875-61-7,No CAS info,COMPOUND,YES,YES,YES
RENNIN,RENNIN,https://pubchem.ncbi.nlm.nih.gov/compound/115709,FEATURED,9001-98-3,No CAS info,COMPOUND,YES,YES,YES
REPAGLINIDE,REPAGLINIDE,https://pubchem.ncbi.nlm.nih.gov/compound/65981,FEATURED,135062-02-1,No CAS info,COMPOUND,YES,YES,YES
RESERPINE,RESERPINE,https://pubchem.ncbi.nlm.nih.gov/compound/5770,FEATURED,50-55-5,"1407-38-1, 141099-49-2, 8048-25-7, 873409-80-4, 909883-12-1, 911481-85-1, 8048-25-7, 141099-49-2",COMPOUND,YES,YES,YES
RESLIZUMAB,RESLIZUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Reslizumab,FEATURED,241473-69-8,339087-64-8,COMPOUND,MISSING,YES,YES
RESORCINOL,RESORCINOL,https://pubchem.ncbi.nlm.nih.gov/compound/5054,FEATURED,108-46-3,No CAS info,COMPOUND,YES,YES,YES
RESORCINOL_ACETATE,RESORCINOL ACETATE,https://pubchem.ncbi.nlm.nih.gov/compound/5055,FEATURED,102-29-4,No CAS info,COMPOUND,YES,YES,YES
RESVERATROL,RESVERATROL,https://pubchem.ncbi.nlm.nih.gov/compound/445154,FEATURED,501-36-0,No CAS info,COMPOUND,YES,YES,YES
RETAPAMULIN,RETAPAMULIN,https://pubchem.ncbi.nlm.nih.gov/compound/Retapamulin,FEATURED,224452-66-8,345632-67-9,COMPOUND,MISSING,YES,YES
RETEPLASE,RETEPLASE,https://pubchem.ncbi.nlm.nih.gov/compound/Reteplase,FEATURED,133652-38-7,No CAS info,COMPOUND,MISSING,YES,YES
RETIGABINE,RETIGABINE,https://pubchem.ncbi.nlm.nih.gov/compound/121892,FEATURED,150812-12-7,No CAS info,COMPOUND,YES,YES,YES
RETINOL,RETINOL,https://pubchem.ncbi.nlm.nih.gov/compound/445354,FEATURED,"11103-57-4, 68-26-8","13123-33-6, 17104-91-5, 5979-23-7, 1341-18-0, 1406-67-3, 53637-36-8, 13123-33-6, 17104-91-5, 2820400-21-1, 5979-23-7, 5979-23-7, 13123-33-6",COMPOUND,YES,YES,YES
REVEFENACIN,REVEFENACIN,https://pubchem.ncbi.nlm.nih.gov/compound/11753673,FEATURED,"864750-70-9, 1211931-83-7",1211931-83-7,COMPOUND,YES,YES,YES
RHAMNUS_CALIFORNICA,RHAMNUS CALIFORNICA,https://pubchem.ncbi.nlm.nih.gov/compound/Frangula%20californica%20bark,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
RHAMNUS_CATHARTICUS,RHAMNUS CATHARTICUS,https://pubmed.ncbi.nlm.nih.gov/21941897,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
RHAMNUS_PURSHIANA,RHAMNUS PURSHIANA,https://pubchem.ncbi.nlm.nih.gov/compound/437987,RELEVANT,No CAS info,No CAS info,COMPOUND,NO,NO,NO
RHEUM_OFFICINALE,RHEUM OFFICINALE,https://pubchem.ncbi.nlm.nih.gov/substance/482023213,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
RHODIOLA_ROSEA,RHODIOLA ROSEA,https://pubchem.ncbi.nlm.nih.gov/compound/10393,RELEVANT,501-94-0,No CAS info,COMPOUND,NO,NO,NO
RIBAVIRIN,RIBAVIRIN,https://pubchem.ncbi.nlm.nih.gov/compound/37542,FEATURED,36791-04-5,"66510-90-5, 437710-49-1",COMPOUND,YES,YES,YES
RIBES_NIGRUM,RIBES NIGRUM,https://pubchem.ncbi.nlm.nih.gov/substance/482022628,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
RIBOCICLIB,RIBOCICLIB,https://pubchem.ncbi.nlm.nih.gov/compound/44631912,FEATURED,1211441-98-3,No CAS info,COMPOUND,YES,YES,YES
RIBOFLAVIN,RIBOFLAVIN,https://pubchem.ncbi.nlm.nih.gov/compound/493570,FEATURED,83-88-5,"130609-39-1, 535950-32-4, 890044-91-4, 1093390-18-1, 1093390-18-1, 130609-39-1, 535950-32-4, 890044-91-4, 890044-91-4, 130609-39-1, 535950-32-4",COMPOUND,YES,YES,YES
RIBOSE,RIBOSE,https://pubchem.ncbi.nlm.nih.gov/compound/10975657,FEATURED,"10257-32-6, 50-69-1",No CAS info,COMPOUND,YES,YES,YES
RICINOLEIC_ACID,RICINOLEIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/643684,FEATURED,141-22-0,"17026-54-9, 25607-48-1, 45260-83-1, 8040-35-5, 2226968-94-9, 2408423-15-2, 17026-54-9, 2226968-94-9, 2408423-15-2, 25607-48-1, 45260-83-1, 8040-35-5, 45260-83-1, 17026-54-9, 8040-35-5",COMPOUND,YES,YES,YES
RICINUS_COMMUNIS,RICINUS COMMUNIS,https://pubchem.ncbi.nlm.nih.gov/substance/482022650,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
RIFABUTIN,RIFABUTIN,https://pubchem.ncbi.nlm.nih.gov/compound/Rifabutin,FEATURED,72559-06-9,No CAS info,COMPOUND,MISSING,YES,YES
RIFAMPICIN,RIFAMPICIN,https://pubchem.ncbi.nlm.nih.gov/compound/135398735,FEATURED,13292-46-1,845504-52-1,COMPOUND,YES,YES,YES
RIFAPENTINE,RIFAPENTINE,https://pubchem.ncbi.nlm.nih.gov/compound/135403821,FEATURED,61379-65-5,"71950-35-1, 773848-08-1",COMPOUND,YES,YES,YES
RIFAXIMIN,RIFAXIMIN,https://pubchem.ncbi.nlm.nih.gov/compound/6436173,FEATURED,80621-81-4,88747-56-2,COMPOUND,YES,YES,YES
RILONACEPT,RILONACEPT,https://pubchem.ncbi.nlm.nih.gov/compound/Rilonacept,FEATURED,501081-76-1,No CAS info,COMPOUND,MISSING,YES,YES
RILPIVIRINE,RILPIVIRINE,https://pubchem.ncbi.nlm.nih.gov/compound/6451164,FEATURED,500287-72-9,No CAS info,COMPOUND,YES,YES,YES
RILUZOLE,RILUZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/5070,FEATURED,1744-22-5,No CAS info,COMPOUND,YES,YES,YES
RIMANTADINE,RIMANTADINE,https://pubchem.ncbi.nlm.nih.gov/compound/5071,FEATURED,"13392-28-4, 117857-51-9",No CAS info,COMPOUND,YES,YES,YES
RIMEXOLONE,RIMEXOLONE,https://pubchem.ncbi.nlm.nih.gov/compound/5311412,FEATURED,49697-38-3,No CAS info,COMPOUND,YES,YES,YES
RIOCIGUAT,RIOCIGUAT,https://pubchem.ncbi.nlm.nih.gov/compound/11304743,FEATURED,625115-55-1,No CAS info,COMPOUND,YES,YES,YES
RISEDRONIC_ACID,RISEDRONIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/5245,FEATURED,105462-24-6,No CAS info,COMPOUND,YES,YES,YES
RISPERIDONE,RISPERIDONE,https://pubchem.ncbi.nlm.nih.gov/compound/5073,FEATURED,106266-06-2,No CAS info,COMPOUND,YES,YES,YES
RITODRINE,RITODRINE,https://pubchem.ncbi.nlm.nih.gov/compound/688570,FEATURED,26652-09-5,No CAS info,COMPOUND,YES,YES,YES
RITONAVIR,RITONAVIR,https://pubchem.ncbi.nlm.nih.gov/compound/392622,FEATURED,155213-67-5,No CAS info,COMPOUND,YES,YES,YES
RITUXIMAB,RITUXIMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Rituximab,FEATURED,174722-31-7,No CAS info,COMPOUND,MISSING,YES,YES
RIVAROXABAN,RIVAROXABAN,https://pubchem.ncbi.nlm.nih.gov/compound/9875401,FEATURED,366789-02-8,No CAS info,COMPOUND,YES,YES,YES
RIVASTIGMINE,RIVASTIGMINE,https://pubchem.ncbi.nlm.nih.gov/compound/77991,FEATURED,123441-03-2,No CAS info,COMPOUND,YES,YES,YES
RIZATRIPTAN,RIZATRIPTAN,https://pubchem.ncbi.nlm.nih.gov/compound/5078,FEATURED,"144034-80-0, 145202-66-0",No CAS info,COMPOUND,YES,YES,YES
ROCURONIUM_BROMIDE,ROCURONIUM BROMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/441351,FEATURED,119302-91-9,No CAS info,COMPOUND,YES,YES,YES
ROFECOXIB,ROFECOXIB,https://pubchem.ncbi.nlm.nih.gov/compound/5090,FEATURED,162011-90-7,186912-82-3,COMPOUND,YES,YES,YES
ROFLUMILAST,ROFLUMILAST,https://pubchem.ncbi.nlm.nih.gov/compound/449193,FEATURED,162401-32-3,No CAS info,COMPOUND,YES,YES,YES
ROLAPITANT,ROLAPITANT,https://pubchem.ncbi.nlm.nih.gov/compound/10311306,FEATURED,552292-08-7,No CAS info,COMPOUND,YES,YES,YES
ROMIDEPSIN,ROMIDEPSIN,https://pubchem.ncbi.nlm.nih.gov/compound/5352062,FEATURED,128517-07-7,No CAS info,COMPOUND,YES,YES,YES
ROMIPLOSTIM,ROMIPLOSTIM,https://pubchem.ncbi.nlm.nih.gov/compound/Romiplostim,FEATURED,267639-76-9,847595-08-8,COMPOUND,MISSING,YES,YES
ROPINIROLE,ROPINIROLE,https://pubchem.ncbi.nlm.nih.gov/compound/5095,FEATURED,91374-21-9,No CAS info,COMPOUND,YES,YES,YES
ROPIVACAINE,ROPIVACAINE,https://pubchem.ncbi.nlm.nih.gov/compound/175805,FEATURED,"84057-95-4, 98626-61-0",No CAS info,COMPOUND,YES,YES,YES
ROSANILINE,ROSANILINE,https://pubchem.ncbi.nlm.nih.gov/compound/12447,FEATURED,"632-99-5, 58969-01-0","147299-78-3, 8053-09-6, 884244-75-1, 18634-80-5, 147299-78-3, 18634-80-5, 8053-09-6, 884244-75-1, 8053-09-6, 884244-75-1",COMPOUND,YES,YES,YES
ROSA_CANINA,ROSA CANINA,https://pubchem.ncbi.nlm.nih.gov/compound/Rosa%20canina%20flower,FEATURED,84696-47-9,No CAS info,COMPOUND,MISSING,YES,YES
ROSE_BENGAL,ROSE BENGAL,https://pubchem.ncbi.nlm.nih.gov/compound/25474,RELEVANT,"11121-48-5, 152-74-9, 4159-77-7",No CAS info,COMPOUND,NO,NO,NO
ROSIGLITAZONE,ROSIGLITAZONE,https://pubchem.ncbi.nlm.nih.gov/compound/77999,FEATURED,122320-73-4,No CAS info,COMPOUND,YES,YES,YES
ROSMARINUS_OFFICINALIS,ROSMARINUS OFFICINALIS,https://pubchem.ncbi.nlm.nih.gov/compound/65126,RELEVANT,3650-09-7,No CAS info,COMPOUND,NO,NO,NO
ROSUVASTATIN,ROSUVASTATIN,https://pubchem.ncbi.nlm.nih.gov/compound/446157,FEATURED,287714-41-4,1354641-86-3,COMPOUND,YES,YES,YES
ROTIGOTINE,ROTIGOTINE,https://pubchem.ncbi.nlm.nih.gov/compound/59227,FEATURED,99755-59-6,No CAS info,COMPOUND,YES,YES,YES
ROYAL_JELLY,ROYAL JELLY,https://pubchem.ncbi.nlm.nih.gov/compound/Royal%20Jelly,FEATURED,8031-67-2,No CAS info,COMPOUND,MISSING,YES,YES
RUBUS_FRUTICOSUS,RUBUS FRUTICOSUS,https://pubchem.ncbi.nlm.nih.gov/substance/483932788,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
RUBUS_IDAEUS,RUBUS IDAEUS,https://pubchem.ncbi.nlm.nih.gov/substance/441077340,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES
RUCAPARIB,RUCAPARIB,https://pubchem.ncbi.nlm.nih.gov/compound/9931954,FEATURED,283173-50-2,No CAS info,COMPOUND,YES,YES,YES
RUFINAMIDE,RUFINAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/129228,FEATURED,106308-44-5,No CAS info,COMPOUND,YES,YES,YES
RUMEX_ACETOSA,RUMEX ACETOSA,https://pubchem.ncbi.nlm.nih.gov/substance/482022876,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
RUMEX_CRISPUS,RUMEX CRISPUS,https://pubchem.ncbi.nlm.nih.gov/compound/Rumex%20Crispus,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
RURIOCTOCOG_ALFA_PEGOL,RURIOCTOCOG ALFA PEGOL,https://pubchem.ncbi.nlm.nih.gov/compound/86278357,FEATURED,1417412-83-9,No CAS info,COMPOUND,YES,YES,YES
RUTA_GRAVEOLENS,RUTA GRAVEOLENS,https://pubchem.ncbi.nlm.nih.gov/substance/483935559,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
RUTOSIDE,RUTOSIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5280805,FEATURED,153-18-4,"115888-40-9, 1416-01-9, 146525-66-8, 158560-09-9, 164535-43-7, 18449-50-8, 48197-72-4, 56764-99-9, 523994-24-3, 1296849-98-3, 115888-40-9, 1296849-98-3, 1416-01-9, 146525-66-8, 158560-09-9, 164535-43-7, 18449-50-8, 48197-72-4, 523994-24-3, 56764-99-9, 56764-99-9, 158560-09-9, 115888-40-9, 48197-72-4, 146525-66-8, 1296849-98-3, 523994-24-3, 18449-50-8, 164535-43-7",COMPOUND,YES,YES,YES
RUXOLITINIB,RUXOLITINIB,https://pubchem.ncbi.nlm.nih.gov/compound/25126798,FEATURED,941678-49-5,1138325-12-8,COMPOUND,YES,YES,YES
SACCHARIN,SACCHARIN,https://pubchem.ncbi.nlm.nih.gov/compound/5143,FEATURED,81-07-2,"126987-83-5, 474-91-9, 61255-27-4, 890126-34-8, 61255-27-4, 126987-83-5, 474-91-9, 890126-34-8",COMPOUND,YES,YES,YES
SACCHAROMYCES_BOULARDII,SACCHAROMYCES BOULARDII,https://pubchem.ncbi.nlm.nih.gov/substance/483928085,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
SACCHAROMYCES_CEREVISIAE,SACCHAROMYCES CEREVISIAE,https://pubchem.ncbi.nlm.nih.gov/compound/122121,RELEVANT,554-62-1,No CAS info,COMPOUND,NO,NO,NO
SACROSIDASE,SACROSIDASE,https://pubchem.ncbi.nlm.nih.gov/compound/Sacrosidase,FEATURED,85897-35-4,No CAS info,COMPOUND,MISSING,YES,YES
SACUBITRIL,SACUBITRIL,https://pubchem.ncbi.nlm.nih.gov/compound/9811834,FEATURED,149709-62-6,No CAS info,COMPOUND,YES,YES,YES
SAFINAMIDE,SAFINAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/131682,FEATURED,133865-89-1,No CAS info,COMPOUND,YES,YES,YES
SALBUTAMOL,SALBUTAMOL,https://pubchem.ncbi.nlm.nih.gov/compound/2083,FEATURED,18559-94-9,35763-26-9,COMPOUND,YES,YES,YES
SALCAPROZIC_ACID,SALCAPROZIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/158789,FEATURED,183990-46-7,No CAS info,COMPOUND,YES,YES,YES
SALCATONIN,SALCATONIN,https://pubchem.ncbi.nlm.nih.gov/compound/16220016,RELEVANT,"9007-12-9, 47931-85-1",No CAS info,COMPOUND,NO,YES,YES
SALICYLAMIDE,SALICYLAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5147,FEATURED,65-45-2,No CAS info,COMPOUND,YES,YES,YES
SALICYLANILIDE,SALICYLANILIDE,https://pubchem.ncbi.nlm.nih.gov/compound/6872,FEATURED,87-17-2,No CAS info,COMPOUND,YES,YES,YES
SALICYLIC_ACID,SALICYLIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/338,FEATURED,69-72-7,"7681-06-3, 8052-31-1, 1186130-36-8, 1186130-36-8, 7681-06-3, 8052-31-1, 8052-31-1, 1186130-36-8",COMPOUND,YES,YES,YES
SALIX_ALBA,SALIX ALBA,https://pubchem.ncbi.nlm.nih.gov/substance/483930683,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
SALIX_MATSUDANA,SALIX MATSUDANA,https://pubchem.ncbi.nlm.nih.gov/substance/482023056,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
SALMETEROL,SALMETEROL,https://pubchem.ncbi.nlm.nih.gov/compound/5152,FEATURED,89365-50-4,No CAS info,COMPOUND,YES,YES,YES
SALMON,SALMON,"https://pubchem.ncbi.nlm.nih.gov/compound/Salmon,%20unspecified",FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
SALSALATE,SALSALATE,https://pubchem.ncbi.nlm.nih.gov/compound/5161,FEATURED,552-94-3,2087491-28-7,COMPOUND,YES,YES,YES
SALVIA_OFFICINALIS,SALVIA OFFICINALIS,https://pubchem.ncbi.nlm.nih.gov/compound/Salvia%20Officinalis,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
SALVIA_SCLAREA,SALVIA SCLAREA,https://pubchem.ncbi.nlm.nih.gov/compound/Clary%20sage,FEATURED,"84775-83-7, 977051-94-7",No CAS info,COMPOUND,MISSING,YES,YES
SAMARIUM_(153SM)_LEXIDRONAM,SAMARIUM (153SM) LEXIDRONAM,https://pubchem.ncbi.nlm.nih.gov/compound/76962714,FEATURED,122575-21-7,154427-83-5,COMPOUND,YES,YES,YES
SAMARIUM_(153_SM)_LEXIDRONAM,SAMARIUM (153 SM) LEXIDRONAM,https://pubchem.ncbi.nlm.nih.gov/compound/76962714,FEATURED,122575-21-7,154427-83-5,COMPOUND,YES,YES,YES
SAMBUCUS_NIGRA,SAMBUCUS NIGRA,https://pubchem.ncbi.nlm.nih.gov/compound/131751786,RELEVANT,No CAS info,No CAS info,COMPOUND,NO,NO,NO
SANGUINARIA_CANADENSIS,SANGUINARIA CANADENSIS,https://pubchem.ncbi.nlm.nih.gov/substance/483924627,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
