CAS,URL,Highest Development Event Status and Year,Highest Development Event Source ID,Highest Development Event Source URL,Earliest Approved Event Status and Year,Earliest Approved Event Source ID,Earliest Approved Event Source URL,conditions,phases,
72402-53-0,https://drugs.ncats.io/drug/80VUN7L00C,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,,,
120138-50-3,https://drugs.ncats.io/drug/23OW28RS7P,US Approved Rx 1999,NDA050747,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050747,US Approved Rx 1999,NDA050747,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050747,Complicated skin and skin structure infections caused by Staphylococcus aureus or Streptococcus pyogenes,Approved,
117976-89-3,https://drugs.ncats.io/drug/32828355LL,US Approved Rx 2013,ANDA076824,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076824,US Approved Rx 1999,NDA020973,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020973,Zollinger-Ellison syndrome; Erosive or ulcerative gastroesophageal reflux disease; Duodenal ulcer,Approved; Approved; Approved,
53214-57-6,https://drugs.ncats.io/drug/80VUN7L00C,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,,,
329-65-7,https://drugs.ncats.io/drug/GR0L9S3J0F,US Approved OTC ,21 CFR 341.16(g) cough/cold:bronchodilator racepinephrine hydrochloride,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-16.xml,Possibly Marketed Outside US 2000,21 CFR 341,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dd1b35c7-b23b-4b95-8162-df3d263fe32e,Asthma; Bronchiolitis,Approved; Approved,
15623-45-7,https://drugs.ncats.io/drug/8BR2SOL3L1,Possibly Marketed Outside US ,WHO-ATC:V10XX03,https://ginas.ncats.nih.gov/ginas/app/substance/8BR2SOL3L1,,,,,,
84449-90-1,https://drugs.ncats.io/drug/YX9162EO3I,US Approved Rx 2016,ANDA206384,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206384,US Approved Rx 1997,NDA020815,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020815,Breast cancer in postmenopausal women with osteoporosis; Breast cancer in postmenopausal women at high risk for invasive breast cancer; Osteoporosis in postmenopausal women,Approved; Approved; Approved,
518048-05-0,https://drugs.ncats.io/drug/22VKV8053U,US Approved Rx 2013,NDA205786,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205786,US Approved Rx 2007,NDA022145,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022145,HIV-1 infection,Approved,
196597-26-9,https://drugs.ncats.io/drug/901AS54I69,US Approved Rx 2005,NDA021782,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021782,US Approved Rx 2005,NDA021782,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021782,Insomnia,Approved,
87333-19-5,https://drugs.ncats.io/drug/L35JN3I7SJ,US Approved Rx 2005,ANDA076549,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076549,US Approved Rx 1991,NDA019901,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019901,Congestive heart failure; Hypertension; Myocardial infarction,Approved; Approved; Approved,
947687-13-0,https://drugs.ncats.io/drug/D99YVK4L0X,US Approved Rx 2014,BLA125477,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125477,US Approved Rx 2014,BLA125477,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125477,,,
347396-82-1,https://drugs.ncats.io/drug/ZL1R02VT79,US Approved Rx 2006,BLA125156,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125156,US Approved Rx 2006,BLA125156,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125156,,,
82530-72-1,https://drugs.ncats.io/drug/80VUN7L00C,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,,,
128345-62-0,https://drugs.ncats.io/drug/7AJ51I17KG,US Approved Rx 2007,ANDA077405,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077405,US Previously Marketed 1983,ZANTAC 150 by GLAXO GRP LTD,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018703,Zollinger-Ellison syndrome; Duodenal ulcer; Gastroesophageal reflux disease; Gastric ulcer,Approved; Approved; Approved; Approved,
95635-55-5,https://drugs.ncats.io/drug/A6IEZ5M406,US Approved Rx 2020,ANDA211745,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211745,US Previously Marketed 2006,RANEXA by MENARINI INTL,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021526,Angina,Approved,
90106-07-3,https://drugs.ncats.io/drug/80VUN7L00C,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,,,
465499-11-0,https://drugs.ncats.io/drug/GG1LBM463S,US Previously Marketed 1999,RAPLON by ORGANON USA INC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020984,US Previously Marketed 1999,RAPLON by ORGANON USA INC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020984,Skeletal muscle relaxation,Withdrawn,
136236-51-6,https://drugs.ncats.io/drug/003N66TS6T,US Approved Rx 2019,ANDA206153,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206153,US Approved Rx 2006,NDA021641,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021641,Idiopathic Parkinson's disease,Approved,
134774-45-1,https://drugs.ncats.io/drug/08GY9K1EUO,US Approved Rx 2002,BLA103946,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103946,US Approved Rx 2002,BLA103946,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103946,,,
1803171-55-2,https://drugs.ncats.io/drug/C3VX249T6L,US Approved Rx 2018,BLA761108,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761108,US Approved Rx 2018,BLA761108,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761108,,,
313348-27-5,https://drugs.ncats.io/drug/7AXV542LZ4,US Approved Rx 2008,NDA022161,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022161,US Approved Rx 2008,NDA022161,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022161,Radionuclide myocardial perfusion imaging,Approved,
755037-03-7,https://drugs.ncats.io/drug/24T2A1DOYB,US Approved Rx 2012,NDA203085,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203085,US Approved Rx 2012,NDA203085,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203085,Colorectal cancer; Gastrointestinal stromal tumor,Approved; Approved,
132875-61-7,https://drugs.ncats.io/drug/P10582JYYK,US Approved Rx 2020,ANDA210594,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210594,US Approved Rx 1996,NDA020630,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020630,Pain,Approved,
9001-98-3,https://drugs.ncats.io/drug/VT6PI051PW,US Previously Marketed 1921,Rennin N.F.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,US Previously Marketed 1921,Rennin N.F.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,,,
135062-02-1,https://drugs.ncats.io/drug/668Z8C33LU,US Approved Rx 2013,ANDA201189,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201189,US Previously Marketed 1997,PRANDIN by GEMINI LABS LLC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020741,Type 2 diabetes mellitus,Approved,
50-55-5,https://drugs.ncats.io/drug/8B1QWR724A,US Previously Marketed 1982,SANDRIL by LILLY,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=009376,US Previously Marketed 1954,SERPASIL by NOVARTIS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=009434,Hypertension; Agitated psychotic states,Approved; Approved,
241473-69-8,https://drugs.ncats.io/drug/35A26E427H,US Approved Rx 2016,BLA761033,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761033,US Approved Rx 2016,BLA761033,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761033,,,
108-46-3,https://drugs.ncats.io/drug/YUL4LO94HK,US Approved OTC ,21 CFR 333.310(b) acne resorcinol (when combined with sulfur),https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec333-310.xml,US Previously Marketed 1894,Resorcinol,https://www.google.com/books/edition/The_New_England_Journal_of_Medicine/4641AQAAMAAJ?hl=en&gbpv=1&dq=RESORCINOL%20treatment&pg=PA241&printsec=frontcover&bsq=RESORCINOL%20treatment,Psoriasis; Acne,Approved; Approved,
102-29-4,https://drugs.ncats.io/drug/YL6O37RD1S,US Approved OTC ,21 CFR 333.310(c) acne resorcinol monoacetate (when combined with sulfur),https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec333-310.xml,US Previously Marketed 1906,Euresol by Knoll & Co,https://www.google.com/books/edition/Journal_of_the_American_Medical_Associat/Xc0-AQAAMAAJ?hl=en&gbpv=1&dq=euresol&pg=PA1194&printsec=frontcover&bsq=euresol,Acne,Approved,
501-36-0,https://drugs.ncats.io/drug/Q369O8926L,Possibly Marketed Outside US ,"Co-Balamin by Home Aide Diagnostics, Inc.",https://www.drugbank.ca/drugs/DB02709,Possibly Marketed Outside US 2011,21 CFR 352,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=58fd7b0c-4b4b-4705-b325-49fbfbac889a,Osteoarthritis of knee; Seasonal allergic rhinitis; Type 2 diabetes mellitus,Phase III; Phase III; Phase III,
224452-66-8,https://drugs.ncats.io/drug/4MG6O8991R,US Approved Rx 2007,NDA022055,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022055,US Approved Rx 2007,NDA022055,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022055,Impetigo due to Staphylococcus aureus; Impetigo due to Streptococcus pyogenes,Approved; Approved,
133652-38-7,https://drugs.ncats.io/drug/DQA630RIE9,US Approved Rx 1998,BLA103786,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103786,Possibly Marketed Outside US 1996,BLA103786,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e7b63b16-d911-478b-a445-b690a1360b48,,,
150812-12-7,https://drugs.ncats.io/drug/12G01I6BBU,US Previously Marketed 2011,POTIGA by GLAXOSMITHKLINE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022345,US Previously Marketed 2011,POTIGA by GLAXOSMITHKLINE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022345,Partial-onset seizures,Approved,
11103-57-4,https://drugs.ncats.io/drug/81G40H8B0T,US Approved Rx 2001,NDA021265,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021265,US Previously Marketed 1947,BEROCCA PN by ROCHE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=006071,Vitamin A deficiency; Maternal morbidity; Maternal mortality; Measles; Vitamin A deficiency; Skin aging; Skin photodamage,Phase III; Phase III; Phase III; Approved; Approved; Phase IV; Phase II,
864750-70-9,https://drugs.ncats.io/drug/G2AE2VE07O,US Approved Rx 2018,NDA210598,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210598,US Approved Rx 2018,NDA210598,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210598,Chronic obstructive pulmonary disease,Approved,
501-94-0,https://drugs.ncats.io/drug/1AK4MU3SNX,Clinical 2016,NCT02783989: Not Applicable Interventional Completed Cardiovascular Disease,https://clinicaltrials.gov/ct2/show/NCT02783989,,,,,,
36791-04-5,https://drugs.ncats.io/drug/49717AWG6K,US Approved Rx 2006,ANDA077743,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077743,US Approved Rx 1985,NDA018859,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018859,Chronic hepatitis C; Respiratory syncytial virus infection,Approved; Approved,
72559-06-9,https://drugs.ncats.io/drug/1W306TDA6S,US Approved Rx 2019,NDA213004,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213004,US Approved Rx 1992,NDA050689,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050689,Disseminated Mycobacterium avium complex (MAC) disease,Approved,
13292-46-1,https://drugs.ncats.io/drug/VJT6J7R4TR,US Approved Rx 2016,ANDA205039,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205039,US Previously Marketed 1971,RIFADIN by SANOFI AVENTIS US,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050420,Tuberculosis; Asymptomatic meningococcal infection,Approved; Approved,
61379-65-5,https://drugs.ncats.io/drug/XJM390A33U,US Approved Rx 1998,NDA021024,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021024,US Approved Rx 1998,NDA021024,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021024,Pulmonary tuberculosis,Approved,
80621-81-4,https://drugs.ncats.io/drug/L36O5T016N,US Approved Rx 2004,NDA021361,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021361,US Approved Rx 2004,NDA021361,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021361,Irritable bowel syndrome with diarrhea; Overt hepatic encephalopathy recurrence; Travelers’ diarrhea,Approved; Approved; Approved,
501081-76-1,https://drugs.ncats.io/drug/8K80YB5GMG,US Approved Rx 2008,BLA125249,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125249,US Approved Rx 2008,BLA125249,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125249,,,
500287-72-9,https://drugs.ncats.io/drug/FI96A8X663,US Approved Rx 2011,NDA202022,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202022,US Approved Rx 2011,NDA202022,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202022,HIV-1 infection,Approved,
1744-22-5,https://drugs.ncats.io/drug/7LJ087RS6F,US Approved Rx 1995,NDA020599,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020599,US Approved Rx 1995,NDA020599,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020599,Amyotrophic lateral sclerosis,Approved,
13392-28-4,https://drugs.ncats.io/drug/0T2EF4JQTU,US Approved Rx 2002,ANDA076132,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076132,US Previously Marketed 1993,FLUMADINE by SUN PHARM INDS INC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019649,Influenza A virus infection; Respiratory tract infections,Approved; Phase II,
49697-38-3,https://drugs.ncats.io/drug/O7M2E4264D,US Previously Marketed 1994,VEXOL by HARROW EYE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020474,US Previously Marketed 1994,VEXOL by HARROW EYE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020474,Postoperative inflammation following ocular surgery; Anterior uveitis,Approved; Approved,
625115-55-1,https://drugs.ncats.io/drug/RU3FE2Y4XI,US Approved Rx 2022,ANDA211135,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211135,US Approved Rx 2013,NDA204819,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204819,Pulmonary arterial hypertension; Chronic thromboembolic pulmonary hypertension,Approved; Approved,
105462-24-6,https://drugs.ncats.io/drug/KM2Z91756Z,US Approved Rx 2014,ANDA079215,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=079215,US Approved Rx 1998,NDA020835,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020835,Paget’s disease of bone; Postmenopausal osteoporosis; Glucocorticoid-induced osteoporosis; Increase bone mass in men with osteoporosis,Approved; Approved; Approved; Approved,
106266-06-2,https://drugs.ncats.io/drug/L6UH7ZF8HC,US Approved Rx 2009,ANDA077719,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077719,US Approved Rx 1993,NDA020272,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020272,Schizophrenia; Irritability associated with autistic disorder; Acute manic or mixed episodes associated with Bipolar I disorder,Approved; Approved; Approved,
26652-09-5,https://drugs.ncats.io/drug/I0Q6O6740J,US Previously Marketed 1991,RITODRINE HYDROCHLORIDE by HOSPIRA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=071619,US Previously Marketed 1980,Ritodrine by Duphar,OB NME Appendix 1950-1985,Preterm labor,Approved,
155213-67-5,https://drugs.ncats.io/drug/O3J8G9O825,US Approved Rx 2016,ANDA207407,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207407,US Previously Marketed 1996,NORVIR by ABBOTT,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020680,HIV-1 infection,Approved,
174722-31-7,https://drugs.ncats.io/drug/4F4X42SYQ6,US Approved Rx 2017,BLA761064,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761064,US Approved Rx 1997,BLA103705,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103705,,,
366789-02-8,https://drugs.ncats.io/drug/9NDF7JZ4M3,US Approved Rx 2011,NDA202439,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202439,US Approved Rx 2011,NDA202439,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202439,Pulmonary embolism,Approved,
123441-03-2,https://drugs.ncats.io/drug/PKI06M3IW0,US Approved Rx 2012,ANDA091689,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091689,US Previously Marketed 2000,EXELON by NOVARTIS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020823,Mild to moderate dementia associated with Parkinson’s disease; Alzheimer’s disease; Mild to moderate dementia of the Alzheimer’s type,Approved; Phase IV; Approved,
144034-80-0,https://drugs.ncats.io/drug/51086HBW8G,US Approved Rx 2013,ANDA201914,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201914,US Approved Rx 1998,NDA020864,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020864,Migraine with aura; Migraine with aura,Approved; Approved,
119302-91-9,https://drugs.ncats.io/drug/I65MW4OFHZ,US Approved Rx 2008,ANDA079195,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=079195,US Previously Marketed 1994,ZEMURON by ORGANON USA INC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020214,Pain,Approved,
162011-90-7,https://drugs.ncats.io/drug/0QTW8Z7MCR,US Previously Marketed 1999,VIOXX by MERCK,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021052,US Previously Marketed 1999,VIOXX by MERCK,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021052,Hemophilic Arthropathy; Rheumatoid arthritis; Migraine; Osteoarthritis; Acute pain; Primary dysmenorrhea,Phase II; Withdrawn; Withdrawn; Withdrawn; Withdrawn; Withdrawn,
162401-32-3,https://drugs.ncats.io/drug/0P6C6ZOP5U,US Approved Rx 2020,ANDA208247,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208247,US Approved Rx 2011,NDA022522,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022522,Chronic obstructive pulmonary disease,Approved,
552292-08-7,https://drugs.ncats.io/drug/NLE429IZUC,US Approved Rx 2015,NDA206500,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206500,US Approved Rx 2015,NDA206500,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206500,Delayed nausea and vomiting associated with initial and repeat courses of emetogenic cancer chemotherapy,Approved,
128517-07-7,https://drugs.ncats.io/drug/CX3T89XQBK,US Approved Rx 2021,ANDA206254,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206254,US Approved Rx 2009,NDA022393,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022393,,,
267639-76-9,https://drugs.ncats.io/drug/GN5XU2DXKV,US Approved Rx 2008,BLA125268,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125268,US Approved Rx 2008,BLA125268,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125268,,,
91374-21-9,https://drugs.ncats.io/drug/030PYR8953,US Approved Rx 2012,ANDA091395,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091395,US Previously Marketed 1997,REQUIP by GLAXOSMITHKLINE LLC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020658,Restless legs syndrome; Sexual dysfunction; Parkinson's disease,Approved; Phase IV; Approved,
84057-95-4,https://drugs.ncats.io/drug/7IO5LYA57N,US Approved Rx 2014,ANDA078601,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078601,US Approved Rx 1996,NDA020533,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020533,Pain,Approved,
632-99-5,https://drugs.ncats.io/drug/8UUC89LHB2,US Previously Marketed ,21 CFR 310.545(a)(22)(ii) antifungal:diaper rash basic fuchsin,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml,Possibly Marketed Outside US 1972,21 CFR 333A,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3aa69d68-7a22-4a55-9682-ecc14540984a,Skin infections; Unknown,Approved,
11121-48-5,https://drugs.ncats.io/drug/BIU7Q7W2SH,Clinical 2015,NCT02322086: Phase 2 Interventional Completed Psoriasis,https://clinicaltrials.gov/ct2/show/NCT02322086,,,,Unknown,,
122320-73-4,https://drugs.ncats.io/drug/05V02F2KDG,US Previously Marketed 2007,ROSIGLITAZONE by WATSON LABS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078023,US Previously Marketed 1999,AVANDIA by WOODWARD,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021071,Type 2 diabetes mellitus,Approved,
3650-09-07,https://drugs.ncats.io/drug/LI791SXT24,,,,,,,Ultraviolet-induced erythema,Not Provided,
287714-41-4,https://drugs.ncats.io/drug/413KH5ZJ73,US Approved Rx 2016,ANDA079169,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=079169,US Approved Rx 2003,NDA021366,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021366,Dyslipidemia; Hypertriglyceridemia; Dysbetalipoproteinemia; Hypercholesterolemia; Atherosclerosis,Approved; Approved; Approved; Approved; Approved,
99755-59-6,https://drugs.ncats.io/drug/87T4T8BO2E,US Approved Rx 2007,NDA021829,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021829,US Approved Rx 2007,NDA021829,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021829,Restless legs syndrome; Parkinson's disease,Approved; Approved,
8031-67-2,https://drugs.ncats.io/drug/L497I37F0C,Possibly Marketed Outside US ,Yellow Toner by Iruri Nature Handmade Soap & Cosmetic Inc,https://www.drugbank.ca/drugs/DB14250,Possibly Marketed Outside US 2017,Yellow Toner by Iruri Nature Handmade Soap & Cosmetic Inc,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=551513bc-e3dc-618c-e054-00144ff88e88,,,
283173-50-2,https://drugs.ncats.io/drug/8237F3U7EH,US Approved Rx 2016,NDA209115,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209115,US Approved Rx 2016,NDA209115,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209115,Castrate-resistant prostate cancer; Breast cancer; Ovarian cancer; Melanoma,Phase III; Phase II; Approved; Phase II,
106308-44-5,https://drugs.ncats.io/drug/WFW942PR79,US Approved Rx 2016,ANDA204988,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204988,US Approved Rx 2008,NDA021911,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021911,Lennox-Gastaut syndrome,Approved,
1417412-83-9,https://drugs.ncats.io/drug/5X3GF74R79,Possibly Marketed Outside US 2021,NCT04690322: Phase 4 Interventional Recruiting Hemophilia A,https://clinicaltrials.gov/ct2/show/NCT04690322,,,,,,
